comment,coment_en
coba bang,"Try, sir"
jadi inget dlu nenek ku pernah ke rumah jaksa mau ngasihhin uang juta yg dia pinjem dari renternir buat meringankan tuduhan om ku dulu di ciduk di jalan kedapatan membawa narkoboy padahal kami orang gapunya kakek nenek ku gada yg cari nafkah kami makan dari bantuan anak nenek kakek yg sudah bekerja masih inget bgt dengan putus asa nya nenek nenek ke rumah jaksa bawa uang hasil pinjem demi anaknya uangnya di terima omku ttp dapat hukuman yg berat di paksa ngaku sampe di pukuli serius kalau ada berita gini kaya langsung negatif aja otakku,"so remember my grandmother had been to the house of the prosecutor to give the millions of money she borrowed from the moneylenders to relieve my uncle's accusations in the road found on the road to bring narcotics even though we were the gram grandparents who were looking for our breasters to eat from the help of grandparents' children who were grandparents already working still remember very desperately grandma's grandmother to the prosecutor's house with the money from lending for the sake of her child the money was accepted by my uncle, but I got a hard punishment forced to admit until it was seriously beaten if there was news like this, just rich, my brain was immediately negative"
bapakku tolonggg,My father help me
zaman sekarang walapun benar kalo gx ada uang kasus gx akan naik percuma uang adalah raja,"Nowadays, even though it is true that GX there is money from the GX case will rise use money is the king"
tolong d batuu,please d Batu
the power off njen ya wak,the power off njen yes wak
tolong sebarkan min,Please spread it Min
kawal netizen di negri ini harus viralnetizen kita kuatkawal smpe mnmukan keadilan org biadab kya gtu gk pantas hidup bebas dgn ketenangan,Netizens guard in this country must be viralnetizen we strong
ada apa dengan kejaksaan padeglang,What's up with the Padeglang Prosecutor's Office
gimana niii,how about this
usut sampe tuntas,Investigate until complete
naaaaaah yang seperti ini sudah banyak terjadi namun hari ini viral dan semoga seusai viral ada tindakan preventif jangan lagi korban yang dipenjara seusai membela diri dari begal yang hendak mencelakainya apalagi ini ceunaaaaah anak pejabat kudu di bredel,"Naaaaaah like this has happened a lot but today is viral and hopefully after the viral there is a preventive action, no more victims who are imprisoned after defending themselves from the begal who want to harm it especially if this is the child of an official of the official in Bredel"
yuk usut sampai tuntas,Come on thoroughly
kawal terus kasusnya brody sampe dia memakai baju oren,kept on his case brody until he was wearing an oren shirt
cc bu irna juga lah,CC Mrs. Irna too
untung masih bisa selamat ga sampe di pukul sama wc semoga cepet sehat yaa,"Fortunately, I can still survive until it's hit by the toilet, hopefully it will be healthy"
mungkin bisa bantu teh,maybe you can help tea
harus viral dulu kalo ga viral ga akan dilirik wkwkwkwk,have to be viral first if not viral won't be glimpsed wkwkwkwk
harus viral dulu,must be viral first
emang bener kayaknya hukum di negeri ini tajam ke bawah untuk orangorang biasa tapi tumpul ke atas untuk orang yang punya kekayaan dan jabatan tinggi harus viral dulu kah untuk mendapatkan keadilan,It really seems like the law in this country is sharp down for ordinary people but blunt upwards for people who have wealth and high positions must be viral first to get justice
ya allah tahun semoga korban bisa sembuh dari trauma mendapatkan keadilan dan mendapatkan jodoh yang menerima dengan baik geraamm sangat sama pelaku,"O Allah, hopefully the victims can recover from the trauma to get justice and get a match that receives well Geraamm is very the same perpetrator"
matiin,turn off
pakk tolong dibantu,Pakk please help
masi zaman y susah nyari keadilan,"still in the era, it's hard to find justice"
nyimak,listen
udah baca thread nyesek rasanya masa mau keadilan harus viral dulu si guys,"I've read the nicknish thread, it feels like you want to be justice, you have to go viral first, guys"
lololo gabahaya ta,Lololo Gain Ta
izin tag admin terhormat semoga kasus ini segera terselesaikan,Dear Admin Tag Permit Hopefully this case will soon be resolved
viral dlu baru dinotice wkwkw,Viral DLU New Dinotice Wkwkw
usut sampe tuntas hukum seadil adil nya,Investigate until complete law as fair as its fairness
ayo viralkan biar keadilan di tegakan,let's viral to make justice stand up
abis mampir ke twitterdan astagfirullahini hukum di banten gmna sih masa penegak hukumnya badjingansemuabisa nya si pelaku di layani bagaikan viporg berduit kah gilaaaa ya hukum bisa di beli pke duitemng bnr hukum tuh tajam ke bawah tumpul ke atasmirisss,"after stopping by Twitter and Astagfirullahini, this law in Banten, how can the law enforcement period be badjingan."
kalau baca threadnya di twitter bikin godok sama pelaku terlebih gedek sama aparatnya aneh sih,"If you read the thread on Twitter, it makes Godok with the perpetrators, especially with the apparatus, it's strange"
viralin,Viralin
di twitter udah rame ayo kita ramekan guys,"on Twitter already crowded, let's go, guys"
bu lihat ini bu warganya ada yang begini tolongin bu,"ma'am see this mom, there are citizens like this, please, ma'am"
up smoga bisa tertangkap pelakunya,"Up, hopefully the culprit can be caught"
ayo gaess bantu viralkan disemua plaform sosmed karena sekarang apa apa harus viral dulu aku yakin tangan netizen bisa bantu untuk keadilan untuk si korban dan pelaku mendapatkan hukuman,"Come on, Gaess Help Virally in all Social Media Ceiling because now what should be viral first I am sure the netizens' hands can help for justice for the victim and the perpetrators get punishment"
cc,CC
bantuan bu,help ma'am
capedeh sama pandeglang,Capedeh and Pandeglang
kalau bener bocah untirta pelakunya di deo aja,"If it's true, the culprit is just in Deo"
up minimal harus di hukum seumur hidupkalo ga tembak mati,"up to a minimum must be punished for a lifetime of life, not shooting dead"
tolonglah bu ini dikawal sidangnya diberi perlindungan kepada korban keluarga korban dari intimidasi dan hal sebagainya a tolong dibantu juga lah kasus ini kasian keluarganya,"Please, this, the trial, was given protection to the victims of the victim's family from intimidation and so on, please help this case."
ambil tindakan dong,Take the action
cowo model begini mah di kurban keun geh laku jigana,guy model like this in the sacrifice of a geh jigana
tolong dong ibu pejabat yg baik hati dibantu yaaan kasian bgt korbannya pasti depresi berat setelah mengalami kekerasan dan pelecehan seksual bikin laporan bukan ada penyelesaian malah nunggu viral dulu baru diusut tuntas memang aneh negeri konoha ini kalo belum viral ga ditanggepin eh lupa lagi kalo gaada duit juga sama sih diabaikan,"Please please, the kind -hearted official, assisted, sorry, the victims must be severe depression after experiencing violence and sexual harassment, there is a report, not a solution, and even waiting for the viral first and then thoroughly the strange country, if it is not viral, it doesn't forget it again if there is no money too The same is ignored"
udh santet aja,Just witchcraft
astaghfirullah robalbaroya astaghfirullah minalhotoya,Astaghfirullah Robalbaroya Astaghfirullah Minalhotoya
tolong dong di bantu,please help
spill pelakunya dong,Spill the culprit
yuk netizen,Come on netizens
kota santri,Islamic student City
bantuu bang,Help Bang
saatnya turun tangan om,It's time to intervene Om
kesel bgt baca nya pliss kalian baca juga yaa,"I'm so annoying to read the Pliss, you read it too"
tolong di bantu korban nya bang,"please help the victim, sir"
zaman skrang kalah dengan uang uang uang dan uang apa pun bisa di beli dengan uang mkn nya orang tersebut tidak takut,"now the time is inferior to money money and any money can be bought with money, the person is not afraid"
ya allah miris bgt sih ayo dong yg adil ayoo kita bantu buat ramein om bisa tolong bantuuu ga om,"O God, it's sad, let's do it, let's help, let's help, we can help you, please help you, uncle"
emot seneu,Emot Seneu
mengkhawatirkan,worrying
pelakunya harus dikebiri asli,The culprit must be castrated original
cuma berharap karma sipelaku ke adik ceweknyake anaknyake ibunya,Just hoping Karma my sipe to the sister's sister's child's son's mother
lu pake skill gua pake ulti nih,you use my skill using ulti
mun aing panggih jeung si pelaku ieu meunang henteu lur di hajar nepi ka cacat hewa aing mah ngadenge nageh hukum geus bisa dijual beli dipermainkan mending make hukum rimba bae sakalian aing ngarasa keun peurihna kumaha mun anak sorangan dikikitu,Mun aing Panggih Jeung the perpetrator of Ieu meunang heenu lur in the nepi ka ka disabled hewa aing mah ngadenge nageh geus law can be sold in a medged to make the law of jungle bae sakalian aing ngarasa keun peurihna kumaha mun son of someone dikikitu
puntenn,Puntenn
tolong di bantu ibu ini masalah serius menyangkut masa depan anak perempuan,"Please help this mother, this is a serious problem regarding the future of girls"
up semuaa mediaa pandeglang,up all media pandeglang
edah ngerih,Edah Ngersi
netii tunjukan kekuatan kalian,NETII show your strength
mohon atensinya pak menko,please attempt Mr. Coordinating Minister
pahlawan said nunggu viral dulu gk sih baru kita bertindak kitu bae kitu,"Heroes said waiting for the viral first or not, then we act because"
bu,Ma'am
orang kaya lagisodara dipilih bukan dilotre meski kami tak kenal siapa sodara,Lagisodara rich people are chosen not dilotre even though we don't know who Sodara
pandeglang dei wae,Pandeglang Dei Wae
cc mohon di bantu,cc please help
yg kaya berkuasa indonesia negara hukum assalamualaikum,"who is rich in rule of Indonesia, the rule of law assalamualaikum"
coba admin urusin tah bapakna si alwi kan mantan pegawe pemerintah juga anwari husnira mantan kadis dlh pandegelang,"Try the admin to take care of Taha ALWA SI ALWI, a former Government of the Government, and also Anwari Husnira, a former Head of DLH Pandegelang"
usut sampe tuntas warga pandeglang bantuanya pak udah keterlaluan ini,"Investigate until the residents of Pandeglang are complete, sir, sir, this is too much"
cowonya di poles dikit sabi kali ya,the guy is in a little bit of sabi
ngerihhhhhhh akhir zuaman,Ngersihhhhhhh at the end of Zuaman
semoga korban dan keluarga korban dapat keadilan dan kebohongan akan terungkap satu persatu,Hopefully the victims and families of the victims can be justice and lies will be revealed one by one
spill ig pelaku mau silaturahim siapa tau cocok,Spill IG Actor wants friendship who knows suitable
pasti pelakunya punya orang dalam,surely the culprit has an insider
sebaiknya jangan gegabahnt lo d tanya dlu sodaranya siapa,"We recommend that you don't make you guys, you will ask who you will"
twitter please do your magic,Twitter please do your magic
ngapain d blur,What are you doing
ohh jadi gini,Ohh so this
kawal kasusnya sampe bener masuk bui,guard the case until he was right in jail
t,t
huhu kuat bekingan nya jo kuat duit juga pantes blm kelar kelar,"huhu, strong bekingan jo jo money is also worth it hasn't finished yet"
muka kaya pulupulu ga modal aja gustiii banyak gaya,"The face is like Pulupulu, not just a lot of capital"
semoga proses hukumnya lancar dan memberikan keadilan bagi korban,I hope the legal process will be smooth and provide justice for victims
apalah arti sebuah nama,What is the meaning of a name
up semangat cari keadilan,up enthusiasm for looking for justice
bismillah,Bismillah
inalillahi wainnalillahi rajiunjhaty mnusia itusmg korban dkshnkekuatn ksbran,Inalillahi Wainnalillahi Rajiunjhaty Mnusan ITUSMG Victims of DKSHNEKEKATN KSBRAN
harus di hukum seberatberatnya,must be law as heavy as the weight
hukum apa yg cocok,what law is suitable
dibanten lu punya koneksi lu menang meski lu benar salah,in your board you have your connection to win even though you are right wrong
edaan paraah yeu mangkeluk,Different Paraah Yeu Mangkuluk
yg ngintimidasi harus di hukum juga,intimidated must be punished too
gus lora tolong dibantu,Gus Lora please help
pandeglang lagi pandeglang lagi,Pandeglang again Pandeglang again
lanangan jancoookk,Lanangan Jancoookk
good,Good
semoga pelaku secepatnya masuk sel kalo masuk sel nanti dapat pijit,"I hope the perpetrators will enter the cell as soon as possible if you enter the cell later, you can massage"
kuat banget apa tengil banget itu orang,really strong what is really a person
makasih karena mukanya tidak di blur,thanks for not blurred
kalo sakit jiwa ny jgn di penjara ga mempan seharusnya hukum mati ja orang ky gtu udah ky penyakit ngerusak moral baik fisik jg fsikis,"If you don't have a mental illness in prison, it doesn't work, you should die, if you have a disease, you have damaged the morals of physical both physically too fsikis"
lu punya duit lu punya kuasa taiii,You have money you have the power of Taiii
cekek bae jelema na,Cekek Bae Jelema Na
harus viral dulu ya ternyata,"have to be viral first, it turns out"
netizeeeeen hayuuu geraaaak ulah caricing bae,netizeeeeen Hayuuu geraaaak tantny caricing bae
due adi wadon ora jeh kun min,Due Adi Wadon Ora Jeh Kun Min
bang tolong di bantu ini,"sir, please help this"
ngikut ngawalsemoga pelaku bisa nyusul bapak ya keneraka sama disiksatp sebelumnya disiksa dibui dlu,"follow the perpetrators, so that the perpetrators can follow the father, yes, the same as being disciplined before being tortured, it is tortured."
sepertinya pelaku ini byk duitnya,it looks like the perpetrator is the money
kalo main hakim sendiri gk bisa gas main hakim bersama,"if you play the judges, you can't gas, judges together"
ayoo donk jangan diem aja,"Ayoo, don't just stay quiet"
pak,Sir
gimana tanggapannya pak nunggu viral apa gimana nih,"how about the response, sir, wait for the viral what"
gimana menurut abang kasus ini bang,"how according to brother this case, sir"
adiknya laki ini yg di rudapaksa laki,This younger brother is in Rudapaksa Male
tampang hasil sengketa jabatan jadi begini nii timbal baliknya ke anaknya juga wkk,Looks of the results of the dispute for the position so this is the reciprocity to his child too
sudah jelas kan kawan pelaku anak mantan ketua dlh,it's clear right a friend of the former chairman of DLH's child
adik saya dgn kasus serupa juga belum ada kejelasan dari bulan februari sampe skrg bahkan pelaku masih beraktivitas seperti biasa,my sister with a similar case also has no clarity from February to now even the perpetrators are still active as usual
kenapa di blur mukanya hmmm,why in blur face hmmm
ada duit jln gxda duit jgn harap slogannya,there is a money jln gxda money don't hope the slogan
harus di usut beri keadilan buat korban,must be investigated to give justice for victims
tolong bantu pak,Please help sir
tag ignya,IG tag
usut dong,Investigate
viralin terus baru deh mulai dilanjut kasus nya kalo udh viral itulah warga konoha,"Viralin continues, then the case will be continued if it's already viral, Konoha residents"
spil ig pelaku atau keluarga nya donk yu kita ramai berkunjung lah,"Spil IG of the Actor or his family, we are busy visiting"
jobdesknya iblis diborong semua anak yang dibesarkan dengan uang haram yaa ginii usut tuntas,"Jobdesknya the devil was bought up by all the children who were raised with illicit money, ok"
pelakunya dekingan pejabat itu,the culprit is the official
kasusnya borongan bukan cuma uu ite aja lagi jumlahin kirakira total masa tahanannya berapa ya,"The case is not only the ITE Law again, the total amount of the total prison period is"
netizen bersatu,Netizens unite
ngapain mukanya di tutupin masih mau lindungi pelaku mana foto aseli penangkapan tanpa di blur,Why did his face cover still want to protect the perpetrators where the original photo of the arrest without blurry
tahun,year
ayo bang minta bantuan nya,"Come on, sir, ask for his help"
suka gereget sendiri kalau baca berita beginian,like to get crazy yourself when reading this kind of news
tusbol kah,tusbol
jangan kasih kendord matikan otong nya,Don't give you a kendord to turn off the otong
pak bang tolong lah,"sir, please"
aswwww bangga wong tuane sampe dilindungi,aswwww proud of wong tuae until protected
emg tengil laganya anak pejabat ini,Emg Tengil The Steps of this Official Child
mong,Mong
di hukum mati harusnya itu orang,"In the dead law, it should be a person"
minta bantuan,ask for assistance
ketinggalan berita nih,miss the news
pesantren salafiyah perasaan banyak deh di banten salam antri dr bogor,Salafiyah Islamic Boarding School a lot of feelings in Banten Salam queued from Bogor
lapor komandan bantu nie,report the commander help nie
jangan cuma tersangka yg dihukum tapi oknumÂ² pemerintah yg terlibat juga harus dihukum bukannya memberikan keadilan untuk korban malah menekan korban,Don't just be punished by the suspect but the government involved must also be punished instead of giving justice for the victim instead pressing the victim
slide pertama ganti foto yg gak diblur minjgn jaga nama baik penjahat,The first slide changes photos that are not blurred.
korban laki apa perempuan dol,male victim what girl dol
kelakuan pelaku suka nyakitin cewe bearti bapa nya pelaku suka kasar jg ne ke ibu pelaku maen tangan biasanya turunan seh klo gto,"The behavior of the perpetrators likes to hurt girls means the father of the perpetrators likes to be rude too to the mother of the perpetrators of the hands of the hands, usually derivatives"
tau sendiri lah di banten macem mana,know for yourself in Banten which kind
anak mantan kepala dinas dlh dinas lingkungan hidup nanya ah kakak gue pernah pns di lh nih penasaran gue,"The son of the former Head of the DLH Office of the Environment Agency asked me, my brother had been a civil servant at LH, I was curious"
sangkut ari wis kenen kih wis ari bener ora nerima keadilan pisan mah aja paleng wiiiissss santet be wiiiisssss,stuck ari wis kenen kih wis ari right ora receiving justice pisan mah just paleng wiiiissss Santet be wiiiisssss
move on dari si dia di beri motivasi jg ga yah,Move on from the he was motivated too or not
mau motivasi biar move on cepet ga,want to motivate to move on quickly
mau pindah dri pandeglang lah malu,"Want to move from Pandeglang, shy"
aih jiga ngalalaga budak leutik,aih jiga ngalalaga slave leutik
satu kata,one word
spil motivasi move on dung,Spil Motivation Move on Dung
move on otakmu konslet tugasmu dakwa saja tersangka sesuai perkara pelapor,Move on Your Brain Shocked Your Duties Just Desuen the suspect according to the reporter case
mario teguh dengan tema motivasi move on,Mario Teguh with the theme MOTIVATION MOVE ON
lain pandeglang meren ieu mh,Another Pandeglang Meren Ieu MH
lebih percaya ronaldo lahir di cibatung,more believe Ronaldo was born in Cibatung
gasskeun netizen,Gasskeun Netizen
te asup di akal pisan sagampang eta meren mohokeun na,tesup in Pisan Sagampang Eta MOHOKEUN NA
ta segampang ituu woy,ta that easy woy
mang eaa,Mang eaa
udh viral ajh baru di usut dek dek jangan lupa move on dek dek,already viral just in the deck deck don't forget to move on deck deck
dunia milik si kaya lawannnn,the world belonging to the rich opponent
gw lebih percaya kalau c ronaldo bakal main di persiapan,I believe that C Ronaldo will play in preparation
sakit jiwa stress,Stressful mental illness
giliran di viral keun jawaban kos kitu ulah mentangÂ² loba pakaya sangeunah na bae kana jeulma,turn in the viral kenun the answer to the boarding house is the act of mentang ² loba pakaya sangeunah na bae kana jeulma
pak ustd liat pak ustd ada yang mau masuk ke pintu kubur tanpa hisab,"Pak Ustd, see Mr. Ustd, someone wants to enter the grave door without reckoning"
ari bengeut tangkorak lalakina doang kumaha sih,Ari Bengeut Tangkorak Lalakina only kumaha
by one dek,by one deck
kota santri apah kota cabul iye,City of Santri Apah Odd City Iye
saya doakan keluarga kejaksaan pandeglang terutama bu nanim tidak mengalami hal serupa seperti yg terjadi terhadap korban,"I pray for the Pandeglang Prosecutor's Office, especially Mrs. Nanim, did not experience the same thing as the victim"
adah dele ge kalakuan,Adah Dele Ge Kalade
chuaks faktanya kan katanya korban di ajak ketemu sama jaksa penuntut pas pemeriksaan saksi malah disuruh bijaksana xixixi bu bantah terus bahkan pas di posko kata nya ditanya kamu memaafkan ga penting amat bu tugas ibu itu nuntut bukan nanya maafin apa ga coba admin pin dongg suru baca twitter aku baca dr twittertt niiiiy,"The fact is the fact that he said the victim was invited to meet with the prosecutor when the witness examination was even told to be wise xixixi, but it continued to keep on the word post. I read from Twittertt niiiiy"
kalo di media masa iya mau jujur lah kalo maling jujur penjara penuh,"if in the media, yes, I want to be honest if the thief is honest with full prison"
rusak lah rusak kejari nageh,damaged was damaged by the nageh governor
loh loh ko bisa gini,You can do this
bilang moveon ke si cewek nya orang si cowo nya yg gk mau di putusin hahaha lawak njirr,say Moveon to the girl the guy who doesn't want to break up hahaha
emg udah ruzak,Emg already ruzak
kocak banget kaya,Very hilarious rich
positif thinking aja mungkin kejarinya udh terima amplop wk,positive thinking may be the fierce for accepting the envelope wk
lo lo lo ga bahaya tah ngeluarin statment begitu,You're not dangerous to get out the statement like that
haliwu,Haliwu
di luar nurul,Outside Nurul
moga aja keluarga kejari nya g ada yg senasib sama si korban ya,I hope the family of the Kejari doesn't have the same fate as the victim
geus viral mah karak ngomong kitu dasar pengecut,Geus Viral Mah Karak Talking Kitu Basic Cowing
ini kejati ada masalah apa sama tersangka ko melindungi sekali kesannya coba anak bpibu yg jd korban apa masih bisa ada kata damai,"This is a problem with what the suspect is the same as protecting the impression, try a child who is a child who is a victim who can still have a word of peace"
apa benar katanya akun pelaku tuh ini,Is it true that the perpetrator's account is
tenang aja istilahnya wlpn tak ada uang bukan brti kt tdk punya kuasa justru kuasa allah lebih besar dibanding kuasa org yg berduit,"just calm down the term wlpn there is no money instead of not having power, instead God's power is greater than the power of people who are rich"
arek heran tapi indonesia ieu mah,Arek is surprised but Indonesia Ieu mah
ngurusin moveon juga yah kreatif nya kelewatan,"take care of the moveon too, the creative is too creative"
tekaharti taikotokdilebuan,Tekaharti taikotokdilebuan
move on,Move on
yg harusya move on itu siapa anjj otaknya gadipake anjir,what should move on is who is the bran gadipake anjir
di luar nurul tidak habis pikri aaaaakhh ga bahaya ta,Outside Nurul is not finished Pikri aaaaakhh not dangerous ta
salah arah,wrong way
makij ksni makinn mls baca nya wkwk,KSNI MIJ MLS MLS read it wkwk
konoha,Konoha
gua pengen tau muka yang namanya si nanin nanin itu geura sia hirupna bakal sangsara,I want to know the face whose name is Nanin Nanin is a geura in hirupna
ohhh mungkin temenya mario teguh makanya ngasih motivasi,ohhh maybe his friend Mario is firm so he gives motivation
harus kesamber petir zeus x,Must Be Lightning Lightning Zeus X
oalah ngeles gak tuch,oalah ngeles not tuch
sulitnya mencari keadilan untuk rakyat kecil mulai terbuka seakan semua bisa di beli dgn uang emng sekarang apa apa harus viral dulu baru bisa di kawal sampe tuntas,The difficulty of finding justice for small people is starting to open as if everything can be bought with money now what should be viral first and then can be guarded until complete
kejari pandeglang terlalu lama main sama si panji gumilang jadi lier hahaha,Kejari Pandeglang is too long playing with Panji Gumilang so lier hahaha
kejari nya minta dikebiri dulu baru mimin kasih motivasi move on,His Kejari asked to be castrated first and then love motivation to move on
kriminal dibalas motivasi wkwk,Criminal Motivation Wkwk
kejari alih profesi jadi motivator pdhl korban minta keadilan bukan motivasi wkwkw ngaco emg,"Kejari Transfer of Profession to be a motivator for the victim asking for justice, not motivating wkwkw ngaco emg"
di dunia hukum bisa kalian utak atik di akhirat gk bisa,"In the world of law you can use it in the hereafter, you can't"
spill v,Spill v
spell om,Spell Om
serett,Serett
tag akunnya bang mau silaturahmi,"Tag the account, sir, want to be friendly"
mau silaturahmi akunnya private,Want to friendship the account is private
serius klo fitnah besar loh dosanya,"Seriously, if the sins are big"
ada nama lengkapnya nih,there is a full name
lah emang dia pelakunya wkwkwk,is it the culprit wkwkwk
nih bang akun pelakunya,here is the culprit account
wanjitr,Wanjitr
nih bang pelakunya,Here is the culprit
ketemu anama fb nya,Meet the fb anama
orang mana tuh pelakunya sepertinya ada bibit psico,Which person is the culprit seems to have PSICO seeds
tau dari mana kak pelakunya itu alwi dan dimana rumahnya,Do you know where the culprit is Alwi and where the house
harus viral dulu baru ditangani biasalah,must be viral first and then handle it usually
inima playboy ping kakak,This is Playboy Ping Brother
kejaksaan sana ngeri sumpah kasus kya gtu suruh ngikhlasin ama si korban sementara pelakunya bebas gtu ampunnnn manusia kga ya,"The prosecutor's office was horrified that the oath of the case was told to give the victims to the victim while the culprit was free, for the human being"
ohh bapak ny mantan pejabat toh,ohh Mr. Mrs. Former official anyway
aku dulu pas masih anakÂ² sempet tinggal disana pandeglang karena kampung nenek tapi diriku besar di depok agak kaget juga loh aku kok bisaÂ² nya seperti itu sedih sih asli kek ikutan sesek aja gitu tapi disini kasus pelecehan perempuan juga marak sih no komen aku ya soal nya setiap daerah pasti ada,"I used to be when I was still a child, I lived there because I was a grandmother's village, but I was big in Depok, I was a bit surprised, I could also be sad like that, but I just joined in, but here the case of women's harassment is also rife, no comment, I don't comment on each There must be an area"
orang orangan sawah,the Scarecrow
awas jgnÂ² akunlu itu cuma nyari pansos semata,"Watch out, don't just look for the account"
hah wkwkwkw lo buka link yg dibawahhhhhh coook wkwkwkwk konyol,hah wkwkwkw you open the link belowhhhhh coook wkwkwkwk silly
rerencangan lain wa,Another plan WA
gak punya akun kayanya,don't have a rich account
di gembok akun na geh,at the na geh account padlock
teror,terror
instagram bu kejari nya apa ya a di spill dong,"Instagram, Mrs. Kejari, what is the spill"
kira kira saya dm ngebales ngga ya ngab seru jga nih kaya nya di ajak di atas ring,"I guess I dm ngebales or not, it's also fun like it is invited on the ring"
baru mau nyentil biji mata nya ehh di private anj,I just wanted to blend in his eyes ehh in the private anj
gasken bang ajakin,Gasken Bang invited
di privt ngaa seru lah,"In Privt, it's fun"
akunnya privat wkwk,His account is private wkwk
seru kalo u follow sengg,fun if u follow lend
ini nama akunnya,This is the name of the account
disss ganteng kgaaa yatim yg mengesalkan_,handsome disss kgaaa yatim who is frustrating_
jir matanya si bocah rada sico,Jir's eyes the boy rather sico
liat profil ig photo mata nya doang serem,see the profile of IG photos of his eyes just scary
bio nya kaya yang iya,the bio is like yes
mantap bangg,great proud
ini nih kayaknya akun media pandeglang yang berani,This is like a brave Pandeglang media account
definisi yatim ajg kesian bapanya,the definition of the orphans is the era of his father
gk jadi masalah kalo emng dia terbukti bersalah bisa kali rahang di patahin awokawok,It doesn't matter if he is proven guilty to the jaw of being broken by Awokawok
kaciww,Kaciww
komen gw gk ada anjay wkwkwk knapa ya awokawok sok keren bngt tuh orang gk laki brani sama perempuan,"My comment is not there anyway, why is that Awokawok pretentiously cool, there are no people with women with women"
gmana coba posisi adik dia digituin apa dia bakal terima salam akal sehat hahahahaha,"How do you try the position of his sister, he will receive a greeting of common sense hahahahaha"
kena mental kayanya doi bang,"I got a mental rich, bro"
coba nanti gua mo cari database ni orang ngab kali aja nemu,"try later I want to look for this database, people will just find"
selain ingusan ileran ngga bang,"besides the runny nose or not, sir"
bapa dah mati juga bocah ingusan dongo,Father and died also a nose boy Dongo
emg yatim meresahkan mending solo lord pake angela sono ya gk bangwk,"EMG orphans are unsettling to Solo Lord using Angela Sono, huh"
iya kak sekalian biar ancur sekeluarga besarnya tah,"Yes, sis, so that the family is in the amount of the family"
mohon bantuannya pak,please help sir
i believe in god cenah wkwk,I Believe in God cenah wkwk
aamiinn,Aamiinn
iya di privat pdahal gatel bgt nich jari sm mulut mau ngelaknat,"Yes, in private, it's really a lot of fingers"
kek psikopat dri sorotan mata nya wkwk sekeluarga kek firaun nama nya aja yg ke arab araban,Kek Psychopath from the spotlight of his eyes wkwk as a family of the Pharaoh the name is just to Arabic Araban
cocokk,suitable
up dok,Up Doc
pantau terus pak,Keep watching sir
betull,right
dok mangat dok,"Doc, Doc"
namany juga oknum bang,namany is also a person
skil dulu mas baru ulti,"Skil first, bro, ulti"
karna sekaang pandeglang banyak pendatang peredaran miras sudah ke dprd agar ubah perda miras jadi,because there are so many migrants of the circulation of alcohol have been to the DPRD to change the Miras Perda so
mari kita kawal untuk perdanolpersen,Let's guard for Perdanolpersen
itumah dulu skrng dah ancur masanya pandeglang kota santri,"It was home to the first time, the time for Pandeglang, santri city"
wahh,Wahh
bukan katanya kota santri wong korupsi merajalela,not he said the city of santri wong corruption is rampant
keinget sesuatu tuh,Keinget something
emm apa ya tiket ya sel wokwok,"Emm, what ticket is Wokwok cell"
mas gatau pandeglang mau gulung tikar sbntr lagi gajih nakes ga turun,"Mas Gatau Pandeglang want to go out of business anymore, even though the nakes doesn't go down"
udah lama sii pandeglang udah ga heran mas wkwk,"SII PANDEGLANG hasn't been surprised for a long time, bro"
ya namanya juga kerajaan banten yang para petinggi nya masih ga jauh dari silsilah keluarga,"yes the name is also the kingdom of Banten, whose officials are still not far from the family tree"
tiap hari selama tahun terakhir pandeglang kasusnya seperti ini ngeriii,Every day during the last year Pandeglang the case like this was horrified
emott apii,Emott Apii
bener bgtskrng pandeglang udh banyak bgg kasus pelecehanblm lagi pembunuhan dan lain nyaa,"really, there are many cases of cases of harassment and other cases of harassment and others"
itu mah gk dimn walapun pandeglang kota santri tp tetep nama ya juga setaaaannn,that's not dimn even though Pandeglang is the city of santri but still the name is also setaaannn
yeuh pak ternyata anak mantan pejabat,"Yeuh sir, it turns out that the former son of an official"
ohh alhamdulillah kalo udah,"ohh, thank God, if I have"
bener gk ini om,really not this uncle
mungkin bisa dibantu,Maybe it can be helped
rill,real
harus diviralkan dulu baru diproses,must be visited first and then processed
di fb nya jg rame search aja,"On the fb, just search"
ini valid ya min,"this is valid, min"
aku udh nemu database kk nya ka,I have found the database kk ka
dm ibu,DM Mother
dm,DM
bisa yaah,You can
spill lah pejabat kah,Spill is the official
bukan masih pelaksana cuma dari ipdn,not still executing only from IPDN
dia minta link nya tuh om wkwk,"he asked for the link, uncle"
jangan percaya dia om dia hobinya kang boong,"Don't believe him, uncle, he's his hobby"
ini loh pelaku nya,This is the perpetrator
apasi anj,APASI ANJ
up,up
betul sesama bobrok saling melindungibanyak tuh jaksa mobilnya,That's right fellow dilapidated each other's prosecutors
huhuu bukan cuma hukum,huhuu is not just the law
harus viral dlu baru di tindak,"have to be viral, just acted"
paling ditanya berani bayar berapa kalo kasus ini berhasil saya damaikan wkwkwkwk,The most asked how many dare to pay if this case was successfully reconciled wkwkwkwk
pandeglang ga ada kemajuan dr dulubisa d simpulkan sendiri,Pandeglang has no progress from Dulubisa and concluded himself
