media,user_name,mention_name,day,like_comment,comment,cont_of_reply,reply_comment_name,username_reply
info.banten,denganherdidisini_,,1 hari,0,Tusbol kah😮,0,,
info.banten,moeanchor33,,1 hari,0,Jangan kasih kendor...d matikan Otong nya,0,,
info.banten,samuel1302ferry,@mohmahfudmd,1 hari,0,Pak   bang  tolong lah 🙏🏼,0,,
info.banten,elsasyafira01,,1 hari,0,Aswwww!! Bangga wong tuane sampe dilindungi 👎,0,,
info.banten,aki.tirem.salakanagara,,1 hari,0,Emg tengil laganya anak2 pejabat ini,0,,
info.banten,gulam.monnelarico,,1 hari,0,Mong,0,,
info.banten,albert_fs21,,1 hari,0,Di hukum mati 🔥harusnya itu orang,0,,
info.banten,uzma_dzakiyya,@hotmanparisofficial,1 hari,0,Minta bantuan,0,,
info.banten,muktadi_wongserang,@beritaviral24jam,1 hari,0,Ketinggalan berita nih 📸,0,,
info.banten,hilmantantowi,,23 jam,0,Pesantren salafiyah perasaan banyak deh di Banten... Salam antri dr bogor,0,,
info.banten,adie_050595,@hotmanparisofficial,23 jam,0,lapor komandan bantu nie,0,,
info.banten,arief_ansori,,23 jam,0,"Jangan cuma tersangka yg dihukum, tapi oknum² pemerintah yg terlibat juga harus dihukum, bukannya memberikan keadilan untuk korban, malah menekan korban.",0,,
info.banten,afanozz,,21 jam,0,"SLIDE PERTAMA GANTI FOTO YG GAK DIBLUR MIN,JGN JAGA NAMA BAIK PENJAHAT",0,,
info.banten,erwin_kurniawan54,,20 jam,0,Korban laki2 apa perempuan Dol,0,,
info.banten,monkey_d_bayu,,19 jam,0,Kelakuan pelaku suka nyakitin cewe!! Bearti bapa nya pelaku suka kasar jg ne ke ibu pelaku maen tangan? Biasanya turunan seh klo gto,0,,
info.banten,d_ewishinta,,12 jam,0,Tau sendiri lah di banten macem mana 😂,0,,
info.banten,matiggresssssssss,,11 jam,0,Anak mantan kepala dinas DLH? Dinas Lingkungan Hidup? Nanya ah kakak gue pernah PNS di LH nih.... Penasaran gue,0,,
info.banten,ferysatri,,9 jam,0,Sangkut ari wis kenen kih....... wis ari bener2 ora nerima keadilan pisan mah. Aja paleng2 wiiiissss SANTET Be wiiiisssss 😤😤😤😤,0,,
pandeglangeksis,adzkiaajjala,@egaapriliyanti,5 jam,0,Move on dari si dia di beri motivasi jg ga yah?🤣,0,,
pandeglangeksis,lyndherawati,@ciiiipaauuuu,4 jam,0,mau motivasi biar move on cepet ga?,0,,
pandeglangeksis,aziz_yto,,4 jam,0,Mau pindah dri Pandeglang lah malu,0,,
pandeglangeksis,sa.fitri1124,,6 jam,0,Aih jiga ngalalaga budak leutik,0,,
pandeglangeksis,pahrulv,,6 jam,0,Satu kata 😂,0,,
pandeglangeksis,farhan_permanaa,@kejaripandeglang,6 jam,0,Spil motivasi move on dung,0,,
pandeglangeksis,agunggsutrisna,@kejaripandeglang,6 jam,0,"Move on otakmu konslet,  . Tugasmu dakwa saja tersangka sesuai perkara pelapor.  😡",0,,
pandeglangeksis,fuadii_25,,6 jam,0,Mario teguh dengan tema motivasi move on,0,,
pandeglangeksis,ab_cdefikri,,6 jam,0,Lain Pandeglang meren ieu mh😂,0,,
pandeglangeksis,dodo_kuyterus,@adeffik_,5 jam,0,Lebih percaya ronaldo lahir di cibatung,0,,
pandeglangeksis,yunuscms107,,5 jam,0,Gasskeun netizen,0,,
pandeglangeksis,akuenoww__,,5 jam,0,Te asup di akal pisan sagampang eta meren mohokeun na🫤,0,,
pandeglangeksis,miminmintarsih1810,,5 jam,0,Ta segampang ituu woy,0,,
pandeglangeksis,rhmamndr_,,5 jam,0,Mang eaa,0,,
pandeglangeksis,ms_bahtiarr,,5 jam,0,"Udh viral ajh baru di usut, dek dek jangan lupa move on dek dek",0,,
pandeglangeksis,nokifbnsyh_,@hotmanparisofficial,5 jam,0,dunia milik si kaya?  lawannnn,0,,
pandeglangeksis,kosoong_______________,,5 jam,0,Gw lebih percaya kalau C Ronaldo bakal main di persiapan 😂,0,,
pandeglangeksis,friska.mz,,5 jam,0,sakit jiwa stress,0,,
pandeglangeksis,ag_jaelani,,5 jam,0,Giliran di viral keun jawaban kos kitu  ulah mentang² loba pakaya sa'ngeunah na bae kana jeulma,0,,
pandeglangeksis,ibrohimhasan_,@maulana_imam12,5 jam,0,😂😂😂 pak ustd liat pak ustd ada yang mau masuk ke pintu kubur😂😂😂 tanpa hisab,0,,
pandeglangeksis,rezamaizaaa,,5 jam,0,Ari bengeut tangkorak lalakina doang kumaha sih?,0,,
pandeglangeksis,siii_aji,@alealwiii,5 jam,0,By one dek,0,,
pandeglangeksis,guruhindra_,,5 jam,0,Kota santri apah kota cabul iye,0,,
pandeglangeksis,mahardiande,,5 jam,0,saya doakan keluarga kejaksaan pandeglang terutama bu nanim tidak mengalami hal serupa seperti yg terjadi terhadap korban..,0,,
pandeglangeksis,jmludin_,@tussiiiiiiiii_,5 jam,0,Adah dele ge   kalakuan,0,,
pandeglangeksis,mybabygirllllllll,@kejaripandeglang,5 jam,0,"chuaks, faktanya kan katanya korban di ajak ketemu sama jaksa penuntut pas pemeriksaan saksi malah disuruh “ bijaksana” xixixi bu bantah terus  bahkan pas di posko kata nya ditanya “ Kamu memaafkan ga?” PENTING AMAT BU!! TUGAS IBU ITU NUNTUT BUKAN NANYA MAAFIN APA GA. COBA ADMIN PIN DONGG SURU BACA TWITTER AKU BACA DR TWITTERTT NIIIIY",0,,
pandeglangeksis,sarif_hidayat210,,5 jam,0,"😂😂 kalo di media masa iya mau jujur , lah kalo maling jujur penjara penuh 😂",0,,
pandeglangeksis,koj3n,,5 jam,0,Rusak lah rusak Kejari nageh,0,,
pandeglangeksis,tegarpnca46,@adamsyaron46,5 jam,0,Loh loh ko bisa gini,0,,
pandeglangeksis,sendifrds25,,5 jam,0,Bilang moveon ke si cewek nya. orang si cowo nya yg gk mau di putusin hahaha lawak njirr,0,,
pandeglangeksis,agung_logika,,5 jam,0,Emg udah ruzak,0,,
pandeglangeksis,bymanthusiasm,@harrymaguire93,5 jam,0,kocak banget kaya,0,,
pandeglangeksis,amindarmono23,,4 jam,0,"Positif thinking aja, Mungkin kejarinya udh terima amplop wk 😂",0,,
pandeglangeksis,lusepbiston20,@kejaripandeglang,4 jam,0,"Lo lo lo ga bahaya tah, ngeluarin statment begitu",0,,
pandeglangeksis,reynal_alf,,4 jam,0,Haliwu,0,,
pandeglangeksis,babysweetmatchaa,,4 jam,0,di luar nurul,0,,
pandeglangeksis,fitrishhtf,,4 jam,0,Moga aja keluarga kejari nya g ada yg senasib sama si korban ya 😐,0,,
pandeglangeksis,budiman_tri95,,4 jam,0,geus viral mah karak ngomong kitu. dasar pengecut,0,,
pandeglangeksis,iyuttmujimi_camonk,,4 jam,0,Ini kejati ada masalah apa sama tersangka . Ko melindungi sekali kesannya.  Coba anak bp/ibu yg jd korban . Apa masih bisa ada kata damai???😮,0,,
pandeglangeksis,vousmeguava,@alealwiii,4 jam,0,apa benar katanya akun pelaku tuh ini?  ??,0,,
pandeglangeksis,nhytirma_,,4 jam,0,"Tenang aja istilahnya wlpn tak ada uang bukan brti kt tdk punya kuasa, justru kuasa allah lebih besar dibanding kuasa org yg berduit🤲🏻 .",0,,
pandeglangeksis,rudiyanajaya21,@pandeglangeksis,4 jam,0,"+ = 11,12",0,,
pandeglangeksis,ari_unyiel23,,4 jam,0,Arek heran tapi indonesia ieu mah 😂😂,0,,
pandeglangeksis,reyhandas_at_taqy,,4 jam,0,"😂😂😂 ngurusin moveon  juga yah, kreatif nya kelewatan",0,,
pandeglangeksis,imammujahidzulkarnain,,4 jam,0,Tekaharti taikotokdilebuan,0,,
pandeglangeksis,kla_kitchen,,3 jam,0,Move on??????,0,,
pandeglangeksis,yyyyuniseeeiiga,,3 jam,0,"Yg harusya move on itu siapa anjj, otaknya gadipake anjir",0,,
pandeglangeksis,muhamadulfan,,3 jam,0,"Di luar nurul, tidak habis pikri.. aAAAAkhh! ga bahaya ta",0,,
pandeglangeksis,yunadi956,,3 jam,0,Salah arah.,0,,
pandeglangeksis,nttqueen009,,3 jam,0,Makij ksni makinn mls baca nya wkwk😂,0,,
pandeglangeksis,riiska94,,3 jam,0,Konoha😂,0,,
pandeglangeksis,fandiadc,,3 jam,0,gua pengen tau muka yang namanya Si Nanin Nanin itu. geura sia hirupna bakal sangsara.,0,,
pandeglangeksis,afifahanindatasya_tasyong,,3 jam,0,Ohhh mungkin temenya mario teguh makanya ngasih motivasi😂,0,,
pandeglangeksis,tubaguslingga121,@alealwiii,3 jam,0,harus kesamber petir zeus 500x,0,,
pandeglangeksis,gstav_sp,,3 jam,0,oalah ngeles gak tuch 🤭,0,,
pandeglangeksis,la_alvi,,2 jam,0,Sulitnya mencari keadilan untuk rakyat kecil mulai terbuka. Seakan semua bisa di beli dgn uang.. emng sekarang apa apa harus viral dulu baru bisa di kawal sampe tuntas,0,,
pandeglangeksis,herdiana_official.47,,2 jam,0,"Kejari pandeglang terlalu lama main sama si panji gumilang ,  jadi lier hahaha😂",0,,
pandeglangeksis,tanjunglesung_id,,1 jam,0,"Kejari nya minta dikebiri dulu, baru mimin kasih motivasi move on 😤",0,,
pandeglangeksis,mry.skye_,,1 jam,0,Kriminal dibalas motivasi wkwk,0,,
pandeglangeksis,dimasajitama19,,1 jam,0,kejari alih profesi jadi motivator 🤣 pdhl korban minta keadilan bukan motivasi wkwkw ngaco emg,0,,
pandeglangeksis,yailahraf,,48 menit,0,Di dunia hukum bisa kalian utak atik di akhirat gk bisa.,0,,
info.banten,dansss_su,@hotmanparisofficial,1 hari,0,h,0,,
info.banten,nurfalah_19,@prabowo,1 hari,0,h,0,,
info.banten,ociiiiiiiiii0710_,#Viraldulubarudibantu,1 hari,0,h,0,,
info.banten,yudha6h,@jokowi,1 hari,0,h,0,,
info.banten,nico.ooooooooo,@hotmanparisofficial,1 hari,0,h,0,,
info.banten,paisalnur07,@ctd.insider,1 hari,0,h,0,,
info.banten,mey_wantah,@lambeturah,1 hari,0,h,0,,
info.banten,meiwijaya17,,1 hari,0,h,0,,
info.banten,muktadi_wongserang,@kejaksaan.ri,1 hari,0,h,0,,
info.banten,muktadi_wongserang,@hotmanparisofficial,1 hari,0,h,0,,
info.banten,dedenruwetd,@polisitiktok,20 jam,0,h,0,,
info.banten,wahyaniumi,@listyosigitprabowo,1 jam,0,h,0,,
info.banten,wahyaniumi,@mohmahfudmd,1 jam,0,h,0,,
info.banten,wahyaniumi,@hotmanparisofficial,1 jam,0,h,0,,
pandeglangeksis,dedenruwetd,@polisitiktok,5 jam,0,h,0,,
pandeglangeksis,furqon_mubarokk,@_ibnrasyadi,6 jam,0,h,0,,
pandeglangeksis,farhannd_24,@alwisihabbb_,45 menit,0,h,0,,
infopandeglang,sarah.yuliniar,,2 hari,0,spill :v,0,@jujun_feb,jujun_feb
infopandeglang,incu_ultram4n,,2 hari,0,spell om,0,@jujun_feb,jujun_feb
infopandeglang,arlinaa07,,2 hari,0,serett,0,@jujun_feb,jujun_feb
infopandeglang,zaxskyy_,,2 hari,0,tag akunnya bang mau silaturahmi,0,@llinkarr,jujun_feb
infopandeglang,istrimuda_jeonjungkook,,2 hari,0,mau silaturahmi akunnya private,0,@llinkarr,jujun_feb
infopandeglang,in_6912,,2 hari,0,serius? klo fitnah besar loh dosanya,0,@llinkarr,jujun_feb
infopandeglang,yuuhuu06,,2 hari,0,ada nama lengkapnya nih,0,@llinkarr,jujun_feb
infopandeglang,llinkarr,,2 hari,0,lah emang dia pelakunya wkwkwk,0,@in_6912,jujun_feb
infopandeglang,gusnimuharam,,2 hari,0,nih bang akun pelakunya,0,@incu_ultram4n,jujun_feb
infopandeglang,dicky.sandi.7528,,2 hari,0,h,0,@llinkarr,jujun_feb
infopandeglang,m_05_faiz,,2 hari,0,wanjitr,0,@llinkarr,jujun_feb
infopandeglang,alifian_kun,,2 hari,0,nih bang pelakunya,0,@jujun_feb,jujun_feb
infopandeglang,incu_ultram4n,,2 hari,0,"ketemu a,nama fb nya",0,@llinkarr,jujun_feb
infopandeglang,gunawanz01,,2 hari,0,orang mana tuh pelakunya. sepertinya ada bibit psico...,0,@jujun_feb,jujun_feb
infopandeglang,ahyaani2_,,2 hari,0,Tau dari mana kak? Pelakunya itu Alwi dan Dimana rumahnya 😂,0,@llinkarr,jujun_feb
infopandeglang,wari.jh_,,2 hari,0,harus viral dulu baru ditangani biasalah😂,0,@novitayanti000,jujun_feb
infopandeglang,yusufindrajat,,2 hari,0,inima playboy ping kakak,0,@gusnimuharam,jujun_feb
infopandeglang,novitayanti000,,2 hari,0,"kejaksaan sana ngeri sumpah, kasus kya gtu suruh ngikhlasin ama si korban, sementara pelakunya bebas gtu, ampunnnn manusia kga ya",0,@wari.jh_,jujun_feb
infopandeglang,rivel_and1,,2 hari,0,ohh bapak ny mantan pejabat toh?,0,@llinkarr,jujun_feb
infopandeglang,wari.jh_,,2 hari,0,"aku dulu pas masih anak² sempet tinggal disana (Pandeglang) karena kampung nenek, tapi diriku besar di Depok, agak kaget juga loh aku kok bisa² nya seperti itu :"") sedih sih asli, kek ikutan sesek aja gitu. Tapi disini kasus pelecehan perempuan juga marak sih, no komen aku ya soal nya setiap daerah pasti ada.",0,@novitayanti000,jujun_feb
infopandeglang,astyydm,,2 hari,0,orang orangan sawah,0,@jujun_feb,jujun_feb
infopandeglang,nothnnas,,1 hari,0,awas jgn² akunlu itu cuma nyari pansos semata,0,@llinkarr,jujun_feb
infopandeglang,llinkarr,,1 hari,0,hah? wkwkwkw lo buka link yg dibawahhhhhh coook wkwkwkwk konyol,0,@nothnnas,jujun_feb
infopandeglang,wissskuy,,1 hari,0,h,0,@jujun_feb,jujun_feb
infopandeglang,yovtrash,,2 hari,0,rerencangan lain wa,0,@tanwiruljojo,tanwiruljojo
infopandeglang,inpopandeglang,,2 hari,0,gak punya akun kayanya,0,@panggil_ham,tanwiruljojo
infopandeglang,tikka_aquariuss,,2 hari,0,di gembok akun na geh😅,0,@tanwiruljojo,tanwiruljojo
infopandeglang,r.nii7_,,2 hari,0,teror😤🤣,0,@panggil_ham,tanwiruljojo
infopandeglang,sofiamakeup.organizer_,,2 hari,0,Instagram Bu Kejari nya apa ya a di spill dong,0,@tanwiruljojo,tanwiruljojo
infopandeglang,dahfeb_,,2 hari,0,h,0,@tanwiruljojo,tanwiruljojo
infopandeglang,hallorizs,,2 hari,0,kira kira saya DM ngebales ngga ya ngab seru jga nih kaya nya di ajak di atas ring 😂,0,@tanwiruljojo,tanwiruljojo
infopandeglang,nofiee_djamal,,2 hari,0,"baru mau nyentil biji mata nya, ehh di private.. anj...",0,@tanwiruljojo,tanwiruljojo
infopandeglang,an_syah08,,2 hari,0,gasken bang ajakin,0,@hallorizs,tanwiruljojo
infopandeglang,cot42.5,,2 hari,0,di privt ngaa seru lah,0,@dahfeb_,tanwiruljojo
infopandeglang,an_syah08,,2 hari,0,akunnya privat wkwk,0,@hallorizs,tanwiruljojo
infopandeglang,dahfeb_,,2 hari,0,seru kalo u follow sengg😽,0,@cot42.5,tanwiruljojo
infopandeglang,miladewi93,,2 hari,0,ini nama akunnya ?,0,@tanwiruljojo,tanwiruljojo
infopandeglang,nelaafrtksr,,2 hari,0,disss ganteng kgaaa yatim yg mengesalkan-_-,0,@tanwiruljojo,tanwiruljojo
infopandeglang,ewink86,,2 hari,0,jir matanya si bocah rada2 sico 😮😮😮😮,0,@tanwiruljojo,tanwiruljojo
infopandeglang,mami_arkhan,,2 hari,0,liat profil ig photo mata nya doang serem 😮,0,@tanwiruljojo,tanwiruljojo
infopandeglang,rrghaida_,,2 hari,0,bio nya kaya yang iya,0,@tanwiruljojo,tanwiruljojo
infopandeglang,delahanalenash,,2 hari,0,mantap bangg👏,0,@tanwiruljojo,tanwiruljojo
infopandeglang,dunand_id,,2 hari,0,ini nih kayaknya akun media pandeglang yang berani,0,@inpopandeglang,tanwiruljojo
infopandeglang,ayusucilr,,2 hari,0,"definisi yatim ajg, kesian bapanya",0,@tanwiruljojo,tanwiruljojo
infopandeglang,hallorizs,,2 hari,0,gk jadi masalah kalo emng dia terbukti bersalah bisa kali Rahang di patahin awokawok,0,@an_syah08,tanwiruljojo
infopandeglang,an_syah08,,2 hari,0,kaciww🙌,0,@hallorizs,tanwiruljojo
infopandeglang,hallorizs,,2 hari,0,komen gw gk ada anjay wkwkwk knapa ya awokawok sok keren bngt tuh orang gk laki brani sama perempuan 😂,0,@an_syah08,tanwiruljojo
infopandeglang,hallorizs,,2 hari,0,gmana coba posisi adik dia digituin apa dia bakal terima? Salam akal sehat hahahahaha,0,@hallorizs,tanwiruljojo
infopandeglang,maulidayuliawati,,2 hari,0,kena mental kayanya doi bang,0,@tanwiruljojo,tanwiruljojo
infopandeglang,dhiskaamoriyana,,2 hari,0,coba nanti gua mo cari database ni orang ngab kali aja nemu,0,@tanwiruljojo,tanwiruljojo
infopandeglang,gunawanz01,,2 hari,0,"selain ingusan,, ileran ngga bang ?",0,@tanwiruljojo,tanwiruljojo
infopandeglang,ziansyahz,,2 hari,0,bapa dah mati juga bocah ingusan dongo,0,@tanwiruljojo,tanwiruljojo
infopandeglang,fathur_m_assalam,,2 hari,0,emg yatim meresahkan. Mending solo lord pake angela sono. Ya gk bang?wk,0,@nelaafrtksr,tanwiruljojo
infopandeglang,dimasafriana212,,2 hari,0,iya kak sekalian biar ancur sekeluarga besarnya tah,0,@dhiskaamoriyana,tanwiruljojo
infopandeglang,70adrianm,,2 hari,0,Mohon bantuannya pak,0,@tanwiruljojo,tanwiruljojo
infopandeglang,svviftsky,,2 hari,0,""" i believe in god"" cenah wkwk",0,@tanwiruljojo,tanwiruljojo
infopandeglang,natasyaocha_,,1 hari,0,h,0,@tanwiruljojo,tanwiruljojo
infopandeglang,dhiskaamoriyana,,1 hari,0,Aamiinn,0,@dimasafriana212,tanwiruljojo
infopandeglang,nenkkinzalnabilqis,,1 hari,0,"iya di privat ,pdahal gatel bgt nich jari sm mulut mau ngelaknat",0,@ismarosmiyanti22,tanwiruljojo
infopandeglang,moon.keys_,,35 menit,0,"kek psikopat dri sorotan mata nya wkwk. Sekeluarga kek firaun, nama nya aja yg ke arab araban 🤣",0,@tanwiruljojo,tanwiruljojo
infopandeglang,akangpew,@tanwiruljojo,2 hari,0,cocokk🔥,0,,tanwiruljojo
infopandeglang,marifatul_dzikri,@tanwiruljojo,2 hari,0,up dok,0,,tanwiruljojo
infopandeglang,affanrams,@tanwiruljojo,2 hari,0,pantau terus pak 🔥,0,,tanwiruljojo
infopandeglang,jidan0601,@kiboymaulanaaa,2 hari,0,betull,0,,tanwiruljojo
infopandeglang,titoaditya95,@tanwiruljojo,2 hari,0,dok mangat dok,0,,tanwiruljojo
infopandeglang,yusup_izzam,@tanwiruljojo,2 hari,0,namany juga oknum bang....,0,,tanwiruljojo
infopandeglang,tengkurfli_,@tanwiruljojo,2 hari,0,skil 1 dulu mas baru ulti🙏,0,,tanwiruljojo
infopandeglang,inpopandeglang,@tanwiruljojo,2 hari,0,"karna Sekaang Pandeglang banyak pendatang, peredaran miras, sudah Ke DPRD agar ubah Perda miras jadi 0%,",0,,tanwiruljojo
infopandeglang,masip_2023,@inpopandeglang,2 hari,0,mari kita kawal untuk perdanolpersen🔥,0,,tanwiruljojo
infopandeglang,l4nnn06,@tanwiruljojo,2 hari,0,itumah dulu skrng dah ancur masanya Pandeglang kota santri,0,,tanwiruljojo
infopandeglang,rrghaida_,@tanwiruljojo,2 hari,0,wahh,0,,tanwiruljojo
infopandeglang,matiggresssssssss,@tanwiruljojo,2 hari,0,bukan katanya kota santri wong korupsi merajalela,0,,tanwiruljojo
infopandeglang,ptriisph,@rrghaida_,2 hari,0,keinget sesuatu tuh,0,,tanwiruljojo
infopandeglang,rrghaida_,@ptriisph,2 hari,0,emm apa ya tiket ya sel wokwok,0,,tanwiruljojo
infopandeglang,hallo.fi,@tanwiruljojo,2 hari,0,"mas gatau? Pandeglang mau gulung tikar sbntr lagi, gajih nakes ga turun2!",0,,tanwiruljojo
infopandeglang,sigitaldiaan_,@tanwiruljojo,2 hari,0,udah lama sii pandeglang udah ga heran mas wkwk,0,,tanwiruljojo
infopandeglang,arssyahid,@tanwiruljojo,2 hari,0,"ya namanya juga kerajaan Banten, yang para petinggi nya masih ga jauh dari silsilah keluarga",0,,tanwiruljojo
infopandeglang,nasbrowbaik,@tanwiruljojo,2 hari,0,tiap hari selama 10 tahun terakhir pandeglang kasusnya seperti ini. Ngeriii,0,,tanwiruljojo
infopandeglang,n.fitriya_12,@tanwiruljojo,1 hari,0,emott apii,0,,tanwiruljojo
infopandeglang,natasyaocha_,@tanwiruljojo,1 hari,0,h,0,,tanwiruljojo
infopandeglang,maharanyy_hany,@tanwiruljojo,1 hari,0,"bener bgt,skrng pandeglang udh banyak bgg kasus pelecehan,blm lagi pembunuhan dan lain2 nyaa",0,,tanwiruljojo
infopandeglang,irna_aries911,@tanwiruljojo,1 jam,0,itu mah gk dimn2 walapun pandeglang kota santri tp tetep nama ya juga setaaaannn 😬🙏,0,,tanwiruljojo
infopandeglang,ilhamali.rzqi,@inpopandeglang,2 hari,0,h,0,@latief_intan,latief_intan
infopandeglang,uki_jangkis,@azamkhsyr_,2 hari,0,"yeuh pak  , ternyata anak mantan pejabat 😁",0,@llinkarr,latief_intan
infopandeglang,muji.16_03,,2 hari,0,Ohh.. Alhamdulillah kalo udah,0,,latief_intan
infopandeglang,sayed_abdillah,,2 hari,0,bener gk ini om?,0,@llinkarr,latief_intan
infopandeglang,daengjunior,@hotmanparisofficial,2 hari,0,mungkin bisa dibantu,0,@latief_intan,latief_intan
infopandeglang,llinkarr,,2 hari,0,rill,0,@sayed_abdillah,latief_intan
infopandeglang,uiqcantik,,2 hari,0,harus diviralkan dulu baru diproses,0,,latief_intan
infopandeglang,r.rikar_,,2 hari,0,di fb nya jg rame search aja,0,@llinkarr,latief_intan
infopandeglang,mciserangofficial,,2 hari,0,ini valid ya min?,0,@inpopandeglang,latief_intan
infopandeglang,dhiskaamoriyana,,2 hari,0,aku udh nemu database KK nya ka,0,@latief_intan,latief_intan
infopandeglang,latief_intan,,2 hari,0,DM ibu,0,@dhiskaamoriyana,latief_intan
infopandeglang,aniesfuad25,,1 hari,0,dm,0,@dhiskaamoriyana,latief_intan
infopandeglang,rostati.bukuanak,,2 hari,0,bisa yaah?,0,@sanjaya_albantani,aziz.khakim
infopandeglang,bukansincan0,,2 hari,0,spill lah... Pejabat kah?,0,@roymart61,aziz.khakim
infopandeglang,roymart61,,2 hari,0,bukan masih pelaksana cuma dari IPDN,0,@bukansincan0,aziz.khakim
infopandeglang,lairayli,@radhityamtvn,2 hari,0,",  dia minta link nya tuh om wkwk",0,@aziz.khakim,aziz.khakim
infopandeglang,radhityamtvn,,2 hari,0,"jangan percaya dia om, dia hobinya kang boong",0,,aziz.khakim
infopandeglang,fanjovan_,@ryaaan0_,1 hari,0,Ini loh pelaku nya,0,@aziz.khakim,aziz.khakim
infopandeglang,ryaaan0_,,1 hari,0,apasi anj,0,@fanjovan_,aziz.khakim
infopandeglang,evi_septiani1609,@dony_ferdianto,2 hari,0,up,0,,dony_ferdianto
infopandeglang,inpopandeglang,@rndrean_,2 hari,0,"betul, sesama bobrok saling melindungi,banyak tuh jaksa mobilnya",0,,dony_ferdianto
infopandeglang,yetimulyaaa,@dony_ferdianto,2 hari,0,huhuu bukan cuma hukum,0,,dony_ferdianto
infopandeglang,dony_ferdianto,,2 hari,0,Harus viral dlu baru di tindak,0,,dony_ferdianto
infopandeglang,egiyatna,@dony_ferdianto,2 hari,0,paling ditanya berani bayar berapa kalo kasus ini berhasil  saya damaikan. Wkwkwkwk,0,,dony_ferdianto
infopandeglang,andihds_,@dony_ferdianto,2 hari,0,pandeglang ga ada kemajuan dr dulu...bisa d simpulkan sendiri 😂,0,,dony_ferdianto
infopandeglang,rena.t.e.oksela,@dony_ferdianto,2 hari,0,itu jaksanya perempuan ya ka? Gilaaa sesama perempuan padahal ya.. harusnya dia bela korban. Karna dia sama² perempuan. Ada IGnya ga tuh si jaksa? Kita viralin,0,,dony_ferdianto
infopandeglang,radengagahshrto,@dony_ferdianto,2 hari,0,mohon ijin bpk   mohon dibantu bpk terima kasih 🙏🏼🙏🏼,0,,dony_ferdianto
infopandeglang,rayariyanik,@dony_ferdianto,2 hari,0,😢,0,,dony_ferdianto
infopandeglang,dony_ferdianto,@alfiyya_ts,1 hari,0,pantesannnnnn wkwk,0,,dony_ferdianto
infopandeglang,alfiyya_ts,@dony_ferdianto,1 hari,0,cenah😂😂,0,,dony_ferdianto
infopandeglang,putrishelinda,@dony_ferdianto,1 hari,0,up,0,,dony_ferdianto
infopandeglang,adtiaprtama,,,0,sikatt mas tegar🔥,0,@tegarpnca46,tegarpnca46
infopandeglang,adamsyaron46,,,0,usut tuntas atau kita yg balas,0,@tegarpnca46,tegarpnca46
infopandeglang,tegarpnca46,,,0,nnti klo kita yang balas kita yang di penjara kan kita ga punya duit bang 😂,0,@adamsyaron46,tegarpnca46
infopandeglang,tawonkotok,,,0,"jiahh.. ko pada tag buirna,",0,@tegarpnca46,tegarpnca46
infopandeglang,tegarpnca46,,,0,bener bang sikat aja bang,0,@adamsyaron46,tegarpnca46
infopandeglang,tegarpnca46,,,0,salah kah?,0,@tawonkotok,tegarpnca46
infopandeglang,humanbloom_,,,0,tau ga orangnya gay?,0,@tegarpnca46,tegarpnca46
infopandeglang,tawonkotok,,,0,"ga salah, cuman udah ada yg berwajib yang menanganinya",0,@tegarpnca46,tegarpnca46
infopandeglang,kelvin_barnoldi,,,0,waduh bahaya kalo bangsuh udh komen begini izin bang🙏🏻,0,@adamsyaron46,tegarpnca46
infopandeglang,adamsyaron46,,,0,kasih paham pelakunya adiks🔥🇲🇨,0,@kelvin_barnoldi,tegarpnca46
infopandeglang,abypermanaaa,,,0,kasih paham,0,@adamsyaron46,tegarpnca46
infopandeglang,aalhkm_,,,0,to the point ya bos😭,0,@tegarpnca46,tegarpnca46
infopandeglang,belladmyntiiiiiii,,,0,yaah di privat,0,@fseptiansputra,fseptiansputra
infopandeglang,asshafi_,@fathurrzkinrhmzh,,0,nu iyeu wa,0,@taufiqc16,fseptiansputra
infopandeglang,fseptiansputra,@fathurrzkinrhmzh,,0,yeuh a lanceukna  tanya ka si eta tah a,0,@mhmdfarhannf_,fseptiansputra
infopandeglang,taufiqc16,,,0,galak aat jing,0,@fathurrzkinrhmzh,fseptiansputra
infopandeglang,fathurrzkinrhmzh,,,0,ampun bang matel,0,@taufiqc16,fseptiansputra
infopandeglang,viankhaloska,,,0,pas buka FB udh banyak yg silaturahmi juga 😂,0,@fseptiansputra,fseptiansputra
infopandeglang,_.saayu,,2 hari,0,"sejauh ini, ini yang paling jauh",0,@haniii.anddd,lisnaryu
infopandeglang,meylindaiksr,,2 hari,0,h,0,@adesetiawaaannn,lisnaryu
infopandeglang,gunawanz01,,2 hari,0,"dikeluarin dari muka bumi juga,, kalau bisa.",0,@miladewi93,lisnaryu
infopandeglang,meisya.sfa_,,2 hari,0,nii pelaku nya tongg yang kasus pemerkosaan itu,0,@ritnurr13_,lisnaryu
infopandeglang,ritnurr13_,,2 hari,0,gercep bgt myy😂,0,@meisya.sfa_,lisnaryu
infopandeglang,kang.barbar,,2 hari,0,plus sama kasus beli lauk wkwk,0,@_.saayu,lisnaryu
infopandeglang,anjarnugrahaa,,1 hari,0,Anak ingusan kemaren sore,0,,lisnaryu
infopandeglang,lindahutapia,,2 hari,0,"karunya, jiwa konselor ku meronta-ronta",0,@fitri.handayani05_,fitri.handayani05_
infopandeglang,fitri.handayani05_,,2 hari,0,eehh nyempil disini mama aisya 😂 iya iya 😂,0,@tien.ajah.142,fitri.handayani05_
