comment_en,Polarity,Analysis
"Help, this is escorted by the trial given protection to victims & families of victims from intimidation and so on. A please help this case is sorry for his family",-0.5,Negative
Take the action please,0.1,Positive
Guy model like this in the sacrifice of a geh jigana,0.0,Neutral
"Please help the kind -hearted officials assisted by the poor, the victims must be severe depression, after experiencing violence and sexual harassment makes a report not a solution instead of waiting for the viral first and then thoroughly investigated! It is strange that this Konoha country, if it's not viral, it's not argued, eh, forgot 1 more if there is no money, it's the same as being ignored.",0.2089285714285714,Positive
It's just witchcraft😂,0.0,Neutral
Astaghfirullah Robalbaroya Astaghfirullah Minalhotoya,0.0,Neutral
please help 🙏🤧,0.0,Neutral
Spill the culprit dong🙌,0.0,Neutral
Let's Netizen +62 🔥🔥🔥,0.0,Neutral
Islamic student City,0.0,Neutral
Help Bang,0.0,Neutral
It's time to intervene Om,0.0,Neutral
"I'm really ready to read it., Pliss you read too",0.2,Positive
"please help the victim, sir",-0.07500000000000001,Negative
"Now the time is inferior to money money and any money can be bought with money, the person is not afraid",0.3,Positive
"O God, it's really sad 😢 Come on, let's help, let's help to make the Ramein 🔥🔥🔥 Om, please help you, not om 😢",-0.5,Negative
🤫,0.0,Neutral
Emot Seneu 3 🔥🔥🔥,0.0,Neutral
Worrying ...,0.0,Neutral
The culprit must be castrated original,0.375,Positive
"Just hoped that Karma I had to her sister, to her child, to her mother.",0.0,Neutral
"You use skill 2, I use ulti",0.0,Neutral
"Mun aing Panggih Jeung the perpetrator Ieu, meunang heenu lur was hit by a disabled ka ... hewa aing mah ngadenge nageh, geus law can be sold in a game of mending mending make the law of jungle bae sakalian, aing ngaran keun peurihna kumaha mun a person of an individual",-0.20000000000000004,Negative
Puntenn 🥲,0.0,Neutral
"Please help this mother, this is a serious problem regarding the future of girls",-0.16666666666666666,Negative
Up All Mediaa Pandeglang.,0.0,Neutral
Edah Ngersi,0.0,Neutral
NETII+62 .. show your strength ..,0.0,Neutral
please attempt Mr. Coordinating Minister,0.0,Neutral
"hero said ""waiting for the viral first or not we just act"" because",0.25,Positive
Ma'am,0.0,Neutral
Rich again .... sodara was chosen not dilotre even though we don't know who sodara,0.375,Positive
Pandeglang Dei Wae,0.0,Neutral
Cc please help,0.0,Neutral
Who is rich in power? Indonesia State of Law Assalamualaikum,0.375,Positive
"Try the admin to take care of Tah, Mr. Si Alwi is a former government of the government too. Anwari Husnira, Former Head of DLH Pandegelang",0.0,Neutral
"Investigate until the residents of Pandeglang are complete, sir, sir, this is too much",0.15000000000000002,Positive
The guy is in a little bit of sabi,-0.1875,Negative
Ngersihhhhhhh at the end of Zuaman,0.0,Neutral
"Hopefully the victims and families of the victims can be justice, and lies will be revealed one by one",0.0,Neutral
Spill IG the perpetrators want friendship. Who knows suitable ....,0.55,Positive
Definitely the culprit has a deep person🤣🤣,0.0,Neutral
"We recommend that you don't be rash, you will ask who is the soda 😂",0.0,Neutral
Twitter please do your magic,0.5,Positive
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
What are you doing,0.0,Neutral
Ohh so this?,0.0,Neutral
Guard the case until it really entered jail ...,0.05,Positive
T,0.0,Neutral
"Huhu is strong jo bekingan jo, strong money too",0.4333333333333333,Positive
🔥🔥🔥🔥🔥🔥🔥,0.0,Neutral
The face of the rich pulu-tulu isn't just a lot of capital.,0.375,Positive
Hopefully the legal process will be smooth and provide justice for victims.,0.30000000000000004,Positive
What is the meaning of a name,0.0,Neutral
"Up ... the spirit of looking for justice, 💪💪",0.0,Neutral
Bismillah 🙌,0.0,Neutral
Inalillahi Wainnalillahi Rajiun,0.0,Neutral
Must be punished as heavy as possible,-0.1,Negative
What law is suitable?,0.55,Positive
in the board you have your connection to win even though you are really wrong,0.15000000000000002,Positive
Different Paraah Yeu Mangkuluk,0.0,Neutral
Intimidated must be punished too,0.0,Neutral
Gus Lora please help,0.0,Neutral
Pandeglang again Pandeglang again,0.0,Neutral
Lanangan Jancoookk,0.0,Neutral
Good,0.7,Positive
Hopefully the perpetrators will enter the cell as soon as possible if you enter the cell later can massage ++ 😁,0.0,Neutral
What is really strong? Very stretching is a person ..,0.31666666666666665,Positive
Thanks for not blurred,0.2,Positive
"If it hurts 'soul', don't be in prison, it doesn't work, you should die, people, people, have you been able to damage morally both physically too fsikis !!!",0.16666666666666666,Positive
"You have money, you have power. TAIII !!!",0.0,Neutral
Cekek Bae Jelema Na,0.0,Neutral
"Must be viral first, it turns out 🔥🔥🔥🔥",0.25,Positive
Netizeeeeen Hayuuu Geraaaak Takes Caricing Bae!,0.0,Neutral
Due Adi Wadon Ora Jeh Kun Min,-0.125,Negative
"sir, please help this",0.0,Neutral
"Follow the beginning, hopefully the perpetrators can follow the father, yes, the same ""tortured, but previously tortured to be joined in dlu😂",-0.08333333333333333,Negative
It looks like the perpetrator is the money,0.0,Neutral
"If you play the judges, you can't gas, judges together",0.0,Neutral
"Ayoo, don't just stay quiet",0.0,Neutral
Sir,0.0,Neutral
How does the response sir ?? What are you waiting for viral?,0.0,Neutral
"How according to brother this case, sir",0.0,Neutral
"His sister is a man, is this the one in the male rudapi?",0.0,Neutral
Looks of the results of the dispute for the position so this is the reciprocity to his child too,0.0,Neutral
"It's clear, friend. The former dlh chairman children ☺️",0.05000000000000001,Positive
My sister with a similar case also has no clarity from February to now. Even the perpetrators are still active as usual,-0.12777777777777777,Negative
Why in blur face hmmm,0.0,Neutral
there is money from gxda money don't hope ... the slogan,0.0,Neutral
"Must be investigated, give justice for victims",0.0,Neutral
Please help sir,0.0,Neutral
IG tag,0.0,Neutral
Investigate,0.0,Neutral
"Viralin continues, then the case will be continued if it's already viral 😂 that's Konoha residents 😂",0.0,Neutral
Spil ig of the perpetrator or family ... yu we are busy visiting ...,0.1,Positive
Jobdesknya the devil was bought up by all the children who were raised with illicit money. Investigate thoroughly!,0.0,Neutral
The culprit is the official's accompaniment.,0.0,Neutral
"The case is not only the ITE Law. Again, how much is the total prison period, yes 🤔",0.06666666666666667,Positive
Netizens unite ....,0.0,Neutral
"Why did his face cover, still want to protect the perpetrators. Which photo of the original arrest without blurry.",0.1625,Positive
3 years 😢😢,0.0,Neutral
"Come on, sir, ask for help 😢",0.0,Neutral
"Like to get crazy when I read this news,",-0.6,Negative
Tusbol kah😮,0.0,Neutral
Don't give you loose ... D Turn off the otong,-0.07692307692307693,Negative
"Sir, please 🙏🏼",0.0,Neutral
Aswwww !! Proud wong tuae until protected 👎,0.8,Positive
Emg Tengil The Steps of these Official Children,0.0,Neutral
Mong,0.0,Neutral
In the law of death 🔥 should be a person,0.0,Neutral
Ask for assistance,0.0,Neutral
Miss the news 📸,0.0,Neutral
Salafiyah Islamic Boarding School a lot of feelings in Banten ... Greetings queued from Bogor,0.0,Neutral
report the commander help nie,0.0,Neutral
"Do not just suspects who were punished, but the individuals involved must also be punished, instead of giving justice for victims, instead pressing the victim.",-0.07500000000000001,Negative
"The first slide changes photos that are not blurred, don't guard the good name of the criminal",0.18333333333333332,Positive
Male victims or dol girls,0.0,Neutral
The behavior of the perpetrators likes to hurt girls !! Means the father of the perpetrators likes to be rude too to the mother of the perpetrators to play hands? Usually the derivative of the gto,-0.275,Negative
"You know, where is it in Banten 😂",0.0,Neutral
The son of the former Head of the DLH Office? Environmental services? Ask my sister to have been a civil servant at lh ... I'm curious,-0.05,Negative
Stuck ari wis kenen kih ... Just paleng2 wiiiissss Santet be wiiiissss 😤😤😤😤,0.0,Neutral
Move on from the he was motivated too or not? 🤣,0.0,Neutral
Do you want to motivate to move on fast or not?,0.2,Positive
"Want to move from Pandeglang, shy",-0.5,Negative
Aih jiga ngalalaga slave leutik,0.0,Neutral
One word 😂,0.0,Neutral
Spil Motivation Move on Dung,0.0,Neutral
"Move on your brain short,. Your job is just the suspect according to the reporter case. 😡",0.0,Neutral
Mario Teguh with the theme MOTIVATION MOVE ON,0.0,Neutral
Another Pandeglang meren Ieu mh😂,0.0,Neutral
More believe Ronaldo was born in Cibatung,0.5,Positive
Gasskeun Netizen,0.0,Neutral
TE ASUP DI PISAN SAGAMPANG ETA MOHOKEUN NA🫤,0.0,Neutral
Ta that easy woy,0.43333333333333335,Positive
Mang eaa,0.0,Neutral
"Udh viral is just investigated, deck deck don't forget to move on deck deck",0.0,Neutral
The world belongs to the rich? opponent,0.375,Positive
I believe that C Ronaldo will play in preparation 😂,0.0,Neutral
Stressful mental illness,-0.1,Negative
Turn in the viral keun the answer to the boarding house is the act of mentang2 loba pakaya sa'ngeunah na bae kana jeulma,0.0,Neutral
😂😂😂 sir ustd see the ustd there is someone who wants to enter the grave door😂😂😂 without reckoning,0.2,Positive
Ari Bengeut Tangkorak Lalakina only kumaha?,0.0,Neutral
By one deck,0.0,Neutral
City of Santri Apah Odd City Iye,-0.16666666666666666,Negative
"I pray for the Pandeglang Prosecutor's Family, especially Mrs. Nanim, does not experience the same thing as the victim happened ..",-0.025000000000000005,Negative
Adah Dele Ge Kalade,0.0,Neutral
"Chuaks, the fact is that the victim was invited to meet with the prosecutor when the witness examination was even told to be ""wise"" xixixi, but all the time was asked to be asked ""You forgive me?"" Very important ma'am !! The mother's job is not to ask for what forgive me. Try the admin PIN Dongg Suru Read Twitter I read from Twittertt niiiiy",0.4791666666666667,Positive
"😂😂 If in the media, you want to be honest, if the thief is honest with full prison 😂",0.5166666666666666,Positive
Damaged was damaged by the nageh governor,0.0,Neutral
You can do this,0.0,Neutral
Said Moveon to the girl. The guy's guy who doesn't want to break up hahaha,0.2,Positive
Emg already ruzak,0.0,Neutral
Very hilarious rich,0.5125,Positive
"Just positive thinking, maybe the fierce is already accepting the envelope wk 😂",0.22727272727272727,Positive
"You're not dangerous to you, out of State like that",0.3,Positive
Haliwu,0.0,Neutral
Outside Nurul,0.0,Neutral
I hope the family of the Kejari doesn't have the same fate as the victim 😐,-0.037500000000000006,Negative
Geus Viral Mah Karak Talking Kitu. you are a coward,0.0,Neutral
This is a problem with what the suspect is. How come you protect the impression. Try the child bp/mother who is a victim. Can there be a word of peace ??? 😮,-0.07500000000000001,Negative
Is it true that the perpetrator's account is? ??,0.35,Positive
"Just calm down the term wlpn there is no money instead of not having power, instead God's power is greater than the power of people who have a money.",0.21481481481481482,Positive
h,0.0,Neutral
Arek is surprised but Indonesia ieu mah 😂😂,0.1,Positive
"😂😂😂 take care of the moveon too, creatively too",0.5,Positive
Tekaharti taikotokdilebuan,0.0,Neutral
Move on ??????,0.0,Neutral
"Who should move on who is anjj, his brain is gadipake anjir",0.0,Neutral
"Outside Nurul, not finished Pikri .. aaaaakhh! Not dangerous ta",0.15,Positive
Wrong way.,-0.5,Negative
KSNI MIJ MLS MLS read it wkwk😂,0.0,Neutral
Konoha😂,0.0,Neutral
I want to know the face whose name is Nanin Nanin. Geura is hirupna will be Sangsara.,0.0,Neutral
Ohhh maybe his friend Mario is firm so he gives motivation😂,-0.2,Negative
Must Kesamber Lightning Zeus 500x,0.0,Neutral
oalah ngeles not tuch 🤭,0.0,Neutral
The difficulty of finding justice for small people is starting to open. As if everything can be bought with money .. now what should be viral first and then can be guarded until complete,0.08333333333333333,Positive
"Kejari Pandeglang is too long playing with Panji Gumilang, so lier hahaha😂",-0.05,Negative
"His Kejari asked to be castrated first, then Mimin gave motivation to move on 😤",0.25,Positive
Criminal Motivation Wkwk,-0.4,Negative
Kejari Transfer of Profession to Motivator 🤣 PDHL victims asking for justice not motivation wkwkw ngaco emg,0.0,Neutral
In the world of law you can use it in the hereafter.,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
h,0.0,Neutral
Spill: v,0.0,Neutral
Spell Om,0.0,Neutral
Serett,0.0,Neutral
"Tag the account, sir, want to be friendly",0.375,Positive
Want to friendship the account is private,0.0,Neutral
"Serious? if it's big slander, the sins",-0.16666666666666666,Negative
there is a full name,0.35,Positive
is it the culprit wkwkwk,0.0,Neutral
here is the culprit account,0.0,Neutral
h,0.0,Neutral
Wanjitr,0.0,Neutral
Here is the culprit,0.0,Neutral
"Meet A, the name of the fb",0.0,Neutral
Which person is the culprit. Looks like there are psico seeds ...,0.0,Neutral
Do you know where sis? The culprit is Alwi and where is his house 😂,0.0,Neutral
must be viral first and then handled usually 😂,0.0,Neutral
This is Playboy Ping Brother,0.0,Neutral
"The prosecutor's office was horrified to swear, the case of Kya was told to give the victim to the victim, while the culprit was free, forgive",0.08333333333333333,Positive
"Ohh, Mr. Mrs. Former official anyway?",0.0,Neutral
"I used to be when I was still a child living there (Pandeglang) because of my grandmother's village, but I was big in Depok, I was a bit surprised, I could be like that: "") Sad, the original, just like that. It's widespread, no comment I have about every region there must be.",-0.0062500000000000056,Negative
the Scarecrow,0.0,Neutral
"Watch out, don't just look for the account.",0.0,Neutral
hah? wkwkwkw you open the link belowhhhhh coook wkwkwkwk silly,-0.25,Negative
h,0.0,Neutral
Another plan WA,0.0,Neutral
don't have a rich account,0.375,Positive
At the Na Geh Deepup account padlock,0.0,Neutral
terror😤🤣,0.0,Neutral
"Instagram, Mrs. Kejari, what is the spill",0.0,Neutral
h,0.0,Neutral
"I guess I dm ngebales or not, it's also fun, it's like being invited on the ring 😂",0.3,Positive
"just want to flicker the seeds of his eyes, ehh in private ... anj ...",0.0,Neutral
Gasken Bang invited,0.0,Neutral
"In Privt, it's fun",0.3,Positive
His account is private wkwk,0.0,Neutral
exciting if u follow lend😽,0.3,Positive
Is this the name of the account?,0.0,Neutral
Handsome Dissss Kgaaaa Annomy Yatim -_-,0.5,Positive
The eyes of his eyes are rather sico 😮😮😮😮,0.0,Neutral
see the profile of IG photos of his eyes just scary 😮,-0.5,Negative
the bio is like yes,0.0,Neutral
great proud👏,0.8,Positive
This is like a brave Pandeglang media account,0.8,Positive
"Definition of Yatim Ajg, his father",0.0,Neutral
It doesn't matter if he is proven guilty to the jaw of being broken by Awokawok,-0.45,Negative
Kaciww🙌,0.0,Neutral
"My comment is not there anyway, why is that Awokawok is pretentious so cool people are not brani with women 😂",0.024999999999999994,Positive
"How do you try the position of his sister, what is he going to accept? Greetings of common sense hahahahaha",-0.04999999999999999,Negative
"I got a mental rich, bro",0.1375,Positive
"try later I want to look for this database, people will just find",0.0,Neutral
"besides runny nose ,, or not, bro?",0.0,Neutral
Father and died also a nose boy Dongo,0.0,Neutral
"EMG orphans are troubling. Better Solo Lord uses Angela Sono. Yes, bro?",0.5,Positive
"Yes, sis, so that the family is in the amount of the family",0.0,Neutral
Please help sir,0.0,Neutral
"""I Believe in God"" Cenah wkwk",0.0,Neutral
h,0.0,Neutral
Aamiinn,0.0,Neutral
"yes in private, even though it's really a finger",0.1,Positive
"Kek Psychopath from the spotlight of his eyes. As a family of Pharaoh, the name is just to Arabic Araban 🤣",0.0,Neutral
suitable 🔥,0.55,Positive
Up Doc,0.0,Neutral
continue to monitor sir 🔥,0.0,Neutral
right,0.2857142857142857,Positive
"Doc, Doc",0.0,Neutral
"Namany is also a person, sir ....",0.0,Neutral
Skil 1 used to be an ulti player first,0.25,Positive
"Because there are many migrants, the circulation of alcohol, has been to the DPRD to change the Miras regulation to 0%,",0.5,Positive
Let's guard for Perdanolpersen🔥,0.0,Neutral
"It was home to the first time, the time for Pandeglang, santri city",0.25,Positive
Wahh,0.0,Neutral
not he said the city of santri wong corruption is rampant,0.0,Neutral
Keinget something,0.0,Neutral
"Emm, what ticket is Wokwok cell",0.0,Neutral
"Mas Gatau? Pandeglang wants to go out of business again, Gajih Nakes doesn't go down!",0.002777777777777768,Positive
"SII PANDEGLANG hasn't been surprised for a long time, bro",0.025,Positive
"yes the name is also the kingdom of Banten, whose officials are still not far from the family tree",-0.05,Negative
Every day for the last 10 years Pandeglang cases like this. Horrified,0.0,Neutral
Emott Apii,0.0,Neutral
h,0.0,Neutral
"really really, now there are many cases of harassment, not again murder and others",0.35,Positive
That's not dimn2 even though Pandeglang City of Santri but still the name is also setaaannn 😬🙏,0.0,Neutral
h,0.0,Neutral
"Yeuh sir, apparently the son of a former official 😁",0.025,Positive
Ohh .. thank God if already,0.0,Neutral
Isn't this right?,0.2857142857142857,Positive
Maybe it can be helped,0.0,Neutral
real,0.2,Positive
must be visited first and then processed,0.25,Positive
"On the fb, just search",0.0,Neutral
"Is this valid, bro?",0.0,Neutral
I have found the database kk ka,0.0,Neutral
DM Mother,0.0,Neutral
DM,0.0,Neutral
can you?,0.0,Neutral
Spill ... officials?,0.0,Neutral
not still executing only from IPDN,0.0,Neutral
", he asked for the link, uncle",0.0,Neutral
"Don't believe him, uncle, he's his hobby",0.0,Neutral
This is the perpetrator,0.0,Neutral
APASI ANJ,0.0,Neutral
up,0.0,Neutral
"That's right, fellow dilapidated each other, many prosecutors",0.22023809523809523,Positive
huhuu is not just the law,0.0,Neutral
"Have to be viral, just acted",0.0,Neutral
The most asked how many dare to pay if I succeeded in reconciling this case. Wkwkwkwk,0.5,Positive
Pandeglang has no progress from before ... can be concluded yourself 😂,0.0,Neutral
"Is that a woman's prosecutor, right? Crazy fellow women even though yes ... he should have defended the victim. Because she is the same woman. Is there a prosecutor? We are vial",-0.09732142857142857,Negative
"Please permission, please help you, thank you 🙏🏼🙏🏼",0.0,Neutral
😢,0.0,Neutral
Pantesannnnnnn wkwk,0.0,Neutral
cenah😂😂,0.0,Neutral
up,0.0,Neutral
Mas Tegar Mas🔥,0.0,Neutral
thoroughly investigate or we who reply,0.0,Neutral
"If we are the ones who reply to us who are in prison, we don't have money, bang 😂",0.0,Neutral
"jiahh .. how come the tag buirna,",0.0,Neutral
"Bang, just brush, sir",0.0,Neutral
is it wrong?,-0.5,Negative
Do you know the gay person?,0.4166666666666667,Positive
"I'm not mistaken, just someone has the authorities to handle it",0.0,Neutral
"Wow, dangerous if the bangs have commented like this permission bang🙏🏻",-0.25,Negative
love the culprit of adiks🔥🇲🇨,0.5,Positive
Love,0.5,Positive
"To the point, bosword",0.0,Neutral
Well in private,0.0,Neutral
NU Iyeu WA,0.0,Neutral
Yeuh a lanceukna asking the eta tah a,0.0,Neutral
fierce aat jing,0.0,Neutral
Gosh Bang Matel,0.0,Neutral
"When I open FB, there are many people who are friendly too 😂",0.2916666666666667,Positive
"So far, this is the farthest",0.1,Positive
h,0.0,Neutral
"removed from the face of the earth too, if possible.",0.0,Neutral
NII the perpetrators of the rape case,0.0,Neutral
Gercep bgt myy😂,0.0,Neutral
Plus with the case of buying side dishes,0.0,Neutral
Nony child yesterday afternoon,0.0,Neutral
"Kawinya, the soul of my counselor struggled",0.0,Neutral
"Eehh, it's a matter here, Aisya 😂 Yes, yes 😂",0.0,Neutral
"Pen hugs the victim while saying ""Dek you are a strong child to swear you are very strong until this moment you have survived and there is still""",0.30722222222222223,Positive
I am so frustrated by my soul,-0.7,Negative
an important child in PDG wkwk,0.4,Positive
Already dead right?,0.042857142857142844,Positive
official,0.0,Neutral
Already but the family is still influenced,0.0,Neutral
Former Head of Environment Pandeglang,0.0,Neutral
"Your eyes are wise. Warming. They should be aware of their words for them, sis. Not for victims. Growled oath. If it's already viral, will it be able to win for the victim? If it's still in the name of the money in power. Victims will lose many",0.4458333333333333,Positive
😂,0.0,Neutral
he is his baturan,0.0,Neutral
he is his baturan,0.0,Neutral
Baturn Aing MH Only the Komeng smakin in front,0.0,Neutral
Ie Lin Jelemana,0.0,Neutral
"lazy ah, my person can also be different from which is wrong and right 😂😂😂😂",-0.11607142857142858,Negative
"Indeed, if the family of the police is free to do anything, 😀",0.4,Positive
"The case has been P21 from March has been delegated to the prosecutor's office. The trial is also just waiting for the judge's verdict ,, in the police have received justice, the next stage is at the prosecutor's office and the judge decides",0.0,Neutral
Patience Bun,0.0,Neutral
"Upset, my emotions as a woman don't accept you. Traumatic the victims can arrive when they try to disappear",0.0,Neutral
Sikaaat Dev 🤣,0.0,Neutral
"where he said to make a child & female protection post, but instead defended the perpetrators",0.0,Neutral
grgttt yes tea too underestimated someone's mental health,-0.1,Negative
"as cool as, how rich the man is curious",0.20833333333333334,Positive
ARJUNA ARJUNA BROKE AMPI DEV,0.0,Neutral
"yeah, it is thought to be mentally healed a day or two days",-0.1,Negative
ooh what is the strong baking 😏,0.4333333333333333,Positive
please help the justice,0.0,Neutral
PDHL can be traumatized as long as life ',-0.05,Negative
"moal in tea, karehel ieu",0.0,Neutral
what's the spill,0.0,Neutral
is in a comment on ka,0.0,Neutral
Cenah nyah tea,0.0,Neutral
"Sanes Cenah Dei, Tos Kanyahoan A Mr. Na Eta already the late former Head of DLH Pandegelang",-0.15,Negative
Yes but the student status is written missing,-0.2,Negative
I Kaciri Jelema Services Terenna,0.0,Neutral
Cenah nyah tea,0.0,Neutral
😢,0.0,Neutral
nowadays money is everything that can be true,0.35,Positive
right? .. Poke,0.2857142857142857,Positive
"Ditwitter has been disptered about the prosecutor's property, see story",0.0,Neutral
agree,0.0,Neutral
"once, one time telling the child to read istigfar (with a soft tone ""try to be istigfar first"") because he is late and trying to run away. Directly Na Teacher was invited to be invited to gallen in Surung2 SMPE being separated by student and security guards.",0.0375,Positive
"Dare to pay how much if I succeeded in this case. More or less the chat, sir, wkwk",0.17777777777777778,Positive
"Uda viral now, hopefully BNRAN will be cleaned by officials who are bribed all and the perpetrators will be hit by now. Let me know if the media power is stronger than money power.",0.0,Neutral
"as a netijen, virally quickly ,, Gemesh PN Nying Kidney Nua 😢",0.3333333333333333,Positive
student tah?,0.0,Neutral
up,0.0,Neutral
up,0.0,Neutral
"threat of murder, extortion etc., layered articles",0.0,Neutral
UPPP!,0.0,Neutral
UPP,0.0,Neutral
up bang.,0.0,Neutral
Please help?,0.0,Neutral
Where is he?,0.0,Neutral
his house in Cigadung,0.0,Neutral
close,0.0,Neutral
which cigadung bro? Do you know Teu?,0.0,Neutral
I know Boss Urang Mah,0.0,Neutral
Knl tea?,0.0,Neutral
Kirain Handsome Anjir🤣,0.5,Positive
hih netizen,0.0,Neutral
Watch out for the video he's Kasebar Nad,0.0,Neutral
Aya Geh Video he nang wkwk,0.0,Neutral
pretentious at the clear ka anang kumaha ceritana🥹,-0.09999999999999998,Negative
Nad Si Like Cenah Kadia,0.0,Neutral
Most can not be about the liking of ceunah ka anang🥹🥹,0.5,Positive
hah gman gmna,0.0,Neutral
teu iluan nang right aing mideokn only,0.14285714285714285,Positive
not a cave is a wkwk,0.0,Neutral
😂,0.0,Neutral
Si,0.0,Neutral
Aslinaa wkwkwk,0.0,Neutral
"the eta mah the victim Jo, not the perpetrator",-0.07500000000000001,Negative
Alaah Siaa Boy 😂,0.0,Neutral
"Pandeglang Deui Bae, weird 😂",-0.5,Negative
"Slowly, the driver😱",-0.30000000000000004,Negative
what do I do .....,0.0,Neutral
"pdhl together cwe yes tea, if she is a mother, it can be kept to let it go/forgive Cenah",0.0,Neutral
"yes gapahaham must forgive because it is connected to the psychiatric problem I don't know mentally, this victim is IHH IHH SUGHT",-0.08750000000000001,Negative
"calm the karma law applies maybe the honorable mother of the Kejari PDG ,,,,, doesn't feel it, but she doesn't have her children and grandchildren ... the law of nature is the same as a bad prayer ""but yes, the reality is that her mother is outrageous",-0.35,Negative
h,0.0,Neutral
h,0.0,Neutral
Let's help me,0.0,Neutral
law enforcement jiga dick,0.0,Neutral
