media,user_name,mention_name,day,like_comment,comment,cont_of_reply,reply_comment_name,username_reply,comment_en,Polarity,Analysis,emotion
infopandeglang,umikia29,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,sadness
infopandeglang,umikia29,@indotoday,2 hari,0,h,0,,,h,0.0,Neutral,anger
infopandeglang,rifqidrn_,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,fear
infopandeglang,rifqidrn_,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,masharam07,@untirta_official,2 hari,0,h,0,,,h,0.0,Neutral,sadness
infopandeglang,ifitri.rchm,@riznatakusumah,2 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,bayyart_,@pandji.pragiwaksono,2 hari,0,h,0,,,h,0.0,Neutral,surprise
infopandeglang,heidaff,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,positive
infopandeglang,ratutiaraputri6,@ariyansah.23,2 hari,0,h,0,,,h,0.0,Neutral,trust
infopandeglang,potretrichard,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,positive
infopandeglang,mybabygirllllllll,@mastercorbuzier,2 hari,0,h,0,,,h,0.0,Neutral,anticipation
infopandeglang,mybabygirllllllll,@mastercorbuzier,2 hari,0,h,0,,,h,0.0,Neutral,joy
infopandeglang,mhmdhsn1p,@ahmadsahroni88,2 hari,0,h,0,,,h,0.0,Neutral,positive
infopandeglang,mhmdhsn1p,@undercover.id,2 hari,0,h,0,,,h,0.0,Neutral,trust
infopandeglang,mhmdhsn1p,@undercover.id,2 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,adee_juanda,@narasi.tv,2 hari,0,h,0,,,h,0.0,Neutral,anger
infopandeglang,sandravisiann,@pakde.brengos,2 hari,0,h,0,,,h,0.0,Neutral,disgust
infopandeglang,boy_giri27,@mohmahfudmd,2 hari,0,h,0,,,h,0.0,Neutral,fear
infopandeglang,boy_giri27,@ahmadsahroni88,2 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,syariiifh,@riznatakusumah,2 hari,0,h,0,,,h,0.0,Neutral,sadness
infopandeglang,muklisstt,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,surprise
infopandeglang,syarif_1201,@mohmahfudmd,2 hari,0,h,0,,,h,0.0,Neutral,anger
infopandeglang,syarif_1201,@mohmahfudmd,2 hari,0,h,0,,,h,0.0,Neutral,disgust
infopandeglang,nazrul_wahid,@Eb,2 hari,0,h,0,,,h,0.0,Neutral,fear
infopandeglang,mas.enong,@kejaripandeglang,2 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,kelvinese_,@detikcom,2 hari,0,h,0,,,h,0.0,Neutral,sadness
infopandeglang,panji_agil,@mranoalfath,2 hari,0,h,0,,,h,0.0,Neutral,surprise
infopandeglang,novitayanti000,@lambeturah_office,2 hari,0,h,0,,,h,0.0,Neutral,anger
infopandeglang,bodagprkoso,@berita_gosip,2 hari,0,h,0,,,h,0.0,Neutral,disgust
infopandeglang,_alanmln,@satlantaspolrespandeglang,2 hari,0,h,0,,,h,0.0,Neutral,fear
infopandeglang,gus_dimas,@kumandangbanten,2 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,fajriis,@abouttng_official,2 hari,0,h,0,,,h,0.0,Neutral,sadness
infopandeglang,hana.nurhasanah23,@hanifah_k13,2 hari,0,h,0,,,h,0.0,Neutral,surprise
infopandeglang,abypermanaaa,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,anger
infopandeglang,a_shareef10,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,disgust
infopandeglang,a_shareef10,@claurakiehl,2 hari,0,h,0,,,h,0.0,Neutral,fear
infopandeglang,ignyarudi,@irnadimyati,2 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,userfzy,@matanajwa,2 hari,0,h,0,,,h,0.0,Neutral,sadness
infopandeglang,cuyosssssssss,@betyythakyaa,2 hari,0,h,0,,,h,0.0,Neutral,fear
infopandeglang,nabilamldsyh,@saeeel_,2 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,nabilamldsyh,@vikccccu,2 hari,0,h,0,,,h,0.0,Neutral,sadness
infopandeglang,nanda.rkmn,@folkative,2 hari,0,h,0,,,h,0.0,Neutral,fear
infopandeglang,riniriyaw,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,shakenlemonadetea,#KEJARIBLUNDER,2 hari,0,h,0,,,h,0.0,Neutral,sadness
infopandeglang,laviaulia.s,@_fajriramadhan,2 hari,0,h,0,,,h,0.0,Neutral,positive
infopandeglang,selpiamandaa,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,trust
infopandeglang,m_ryan_hidayattullah,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,anger
infopandeglang,bonan_nan,@kejaripandeglang,2 hari,0,h,0,,,h,0.0,Neutral,fear
infopandeglang,hariibree,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,faturchn,@tenyanufa19,1 hari,0,h,0,,,h,0.0,Neutral,sadness
infopandeglang,firtiyah1616,@najwashihab,1 hari,0,h,0,,,h,0.0,Neutral,anticipation
infopandeglang,ajengayu_sofyan,@hotmanparisofficial,1 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,mciserangofficial,@alfasakinatin_najfa,1 hari,0,h,0,,,h,0.0,Neutral,positive
infopandeglang,nadyaanalf,@hotmanparisofficial,1 hari,0,h,0,,,h,0.0,Neutral,anger
infopandeglang,iam.sunnyy,@hotmanparisofficial,1 hari,0,h,0,,,h,0.0,Neutral,disgust
infopandeglang,intaannnn.p,@sarahgibson21,1 hari,0,h,0,,,h,0.0,Neutral,fear
infopandeglang,intaannnn.p,@sarahgibson21,1 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,sweetdriedfruit_,@kalis.mardiasih,1 hari,0,h,0,,,h,0.0,Neutral,positive
infopandeglang,raka_okka,@mohmahfudmd,1 hari,0,h,0,,,h,0.0,Neutral,trust
infopandeglang,noviafthytl_,@hotmanparisofficial,1 hari,0,h,0,,,h,0.0,Neutral,anger
infopandeglang,lia_setiia,@beritaindonesia_,1 hari,0,h,0,,,h,0.0,Neutral,fear
infopandeglang,fitriah_lihakim10,@afrilla_widya,1 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,_maulanaa21,@irnadimyati,1 hari,0,h,0,,,h,0.0,Neutral,sadness
infopandeglang,mbappppppppppp,@jakarta.keras,1 hari,0,h,0,,,h,0.0,Neutral,positive
infopandeglang,ifahrahmaw,@nrm_sintia20,1 hari,0,h,0,,,h,0.0,Neutral,positive
infopandeglang,irnadia.el,@pratiwinastiti_,1 hari,0,h,0,,,h,0.0,Neutral,fear
infopandeglang,irnadia.el,@sanes_aditya,1 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,gioaldii,@mohmahfudmd,1 hari,0,h,0,,,h,0.0,Neutral,trust
infopandeglang,hsnnida,@kurniaamukri,1 hari,0,h,0,,,h,0.0,Neutral,positive
infopandeglang,noviitaca,@hotmanparisofficial,1 hari,0,h,0,,,h,0.0,Neutral,anger
infopandeglang,louaydis,@hotmanparisofficial,1 hari,0,h,0,,,h,0.0,Neutral,disgust
infopandeglang,jemayelk_,@hotmanparisofficial,1 hari,0,h,0,,,h,0.0,Neutral,fear
infopandeglang,nilamdevianaaa,@irnadimyati,1 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,yujii_taks,@hotmanparisofficial,1 hari,0,h,0,,,h,0.0,Neutral,sadness
infopandeglang,choi_azuka,@hotmanparisofficial,20 jam,0,h,0,,,h,0.0,Neutral,anger
infopandeglang,ayutiiar,@sofiaaini_13,13 jam,0,h,0,,,h,0.0,Neutral,anticipation
infopandeglang,akbar_mtaufiq,@hotmanparisofficial,10 jam,0,h,0,,,h,0.0,Neutral,joy
infopandeglang,bubbie.ess,@yummmyyy_____,2 hari,0,h,0,,,h,0.0,Neutral,positive
infopandeglang,al_asad46,@irnadimyati,2 hari,0,h,0,,,h,0.0,Neutral,surprise
infopandeglang,irfanalqarnii,@irnadimyati,2 hari,0,h,0,,,h,0.0,Neutral,trust
infopandeglang,asroel24,@alditaher.official,2 hari,0,h,0,,,h,0.0,Neutral,trust
infopandeglang,rhzxxy_,@hikam_35,2 hari,0,h,0,,,h,0.0,Neutral,anger
infopandeglang,adis_mesi123,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,fear
infopandeglang,__mutiaprl,@stalyaaaa_,2 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,soetarnodewiw,@komisiyudisialRI,2 hari,0,h,0,,,h,0.0,Neutral,sadness
infopandeglang,_yasser_aldi_,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,anger
infopandeglang,akangpew,@irnadimyati,2 hari,0,h,0,,,h,0.0,Neutral,anticipation
infopandeglang,mikralisda,@riznatakusumah,2 hari,0,h,0,,,h,0.0,Neutral,disgust
infopandeglang,ale_234x,@irnadimyati,2 hari,0,h,0,,,h,0.0,Neutral,fear
infopandeglang,ahmadfauzii14,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,nrhytti.i,@meyyy_agstn,2 hari,0,h,0,,,h,0.0,Neutral,sadness
infopandeglang,opicktaufik_,@kejaripandeglang,2 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,roby_cahyaa,@irnadimyati,2 hari,0,h,0,,,h,0.0,Neutral,positive
infopandeglang,iqbalarief21,@humaspoldabanten,2 hari,0,h,0,,,h,0.0,Neutral,trust
infopandeglang,ayiii4_,@salva_nandaa,2 hari,0,h,0,,,h,0.0,Neutral,positive
infopandeglang,ta_ri5594,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,positive
infopandeglang,syivarisf_,@nurihfa27,2 hari,0,h,0,,,h,0.0,Neutral,trust
infopandeglang,mamafiza_hnr,@nenktainment,2 hari,0,h,0,,,h,0.0,Neutral,anger
infopandeglang,elaerlianaa,@anthrmlnd,2 hari,0,h,0,,,h,0.0,Neutral,disgust
infopandeglang,slvynaa0,@moch.fadholi,2 hari,0,h,0,,,h,0.0,Neutral,fear
infopandeglang,xagnpr_,@najwashihab,2 hari,0,h,0,,,h,0.0,Neutral,negative
infopandeglang,itskubiga__,@adjiemhd__,2 hari,0,h,0,,,h,0.0,Neutral,sadness
infopandeglang,vans_qvonk,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,anger
infopandeglang,ulfiyuhanas,@iiyang413,2 hari,0,h,0,,,h,0.0,Neutral,anticipation
infopandeglang,ulfiyuhanas,@af,2 hari,0,h,0,,,h,0.0,Neutral,joy
infopandeglang,agungsfajrin,@irnadimyati,2 hari,0,h,0,,,h,0.0,Neutral,positive
infopandeglang,fryda.ylst,@hotmanparisofficial,2 hari,0,h,0,,,h,0.0,Neutral,surprise
info.banten,amrifirdaussss,,1 hari,0,Ngapain d blur,0,,,What are you doing,0.0,Neutral,trust
info.banten,ademarsono,@pnpandeglang,1 hari,0,ohh jadi gini?,0,,,Ohh so this?,0.0,Neutral,anger
info.banten,iimzahro,,1 hari,0,Kawal kasusnya sampe bener2 masuk bui...,0,,,Guard the case until it really entered jail ...,0.05,Positive,anticipation
info.banten,bombsydik_,,1 hari,0,T,0,,,T,0.0,Neutral,disgust
info.banten,rsln_gd,,1 hari,0,"Huhu kuat bekingan nya jo, kuat duit juga 😢, pantes blm kelar kelar",0,,,"Huhu is strong jo bekingan jo, strong money too",0.433333333,Positive,fear
info.banten,sitiiamira,,1 hari,0,🔥🔥🔥🔥🔥🔥🔥,0,,,🔥🔥🔥🔥🔥🔥🔥,0.0,Neutral,negative
info.banten,ifaxyuu__,,1 hari,0,Muka kaya pulu-pulu ga modal aja gustiii banyak gaya👏😂,0,,,The face of the rich pulu-tulu isn't just a lot of capital.,0.375,Positive,negative
info.banten,fajar_boho,,1 hari,0,Semoga proses hukumnya lancar dan memberikan keadilan bagi korban.,0,,,Hopefully the legal process will be smooth and provide justice for victims.,0.3,Positive,anticipation
info.banten,the_dzzz,,1 hari,0,Apalah arti sebuah nama,0,,,What is the meaning of a name,0.0,Neutral,fear
info.banten,rini_rani_siman,,1 hari,0,"Up... semangat cari keadilan,💪💪",0,,,"Up ... the spirit of looking for justice, 💪💪",0.0,Neutral,positive
info.banten,thintinah,,1 hari,0,Bismillah 🙌,0,,,Bismillah 🙌,0.0,Neutral,anger
info.banten,sity.herti,,1 hari,0,Inalillahi wainnalillahi rajiun.jhaty mnusia itu.smg korban dkshnkekuatn ksbran.,0,,,Inalillahi Wainnalillahi Rajiun,0.0,Neutral,disgust
info.banten,matt_rohmatt,,1 hari,0,Harus di hukum seberat-beratnya,0,,,Must be punished as heavy as possible,-0.1,Negative,fear
info.banten,alfian_carol,,1 hari,0,Hukum apa yg cocok ?,0,,,What law is suitable?,0.55,Positive,negative
info.banten,initial.r28,,1 hari,0,dibanten lu punya koneksi lu menang meski lu benar2 salah,0,,,in the board you have your connection to win even though you are really wrong,0.15,Positive,sadness
info.banten,setiawan.samhudi,,1 hari,0,Edaan paraah yeu mangkeluk,0,,,Different Paraah Yeu Mangkuluk,0.0,Neutral,fear
info.banten,ilham_leod,,1 hari,0,Yg ngintimidasi harus di hukum juga,0,,,Intimidated must be punished too,0.0,Neutral,negative
info.banten,a.sufiyan92,@hotmanparisofficial,1 hari,0,Gus lora tolong dibantu,0,,,Gus Lora please help,0.0,Neutral,sadness
info.banten,hellosaans_,,1 hari,0,Pandeglang lagi Pandeglang lagi,0,,,Pandeglang again Pandeglang again,0.0,Neutral,positive
info.banten,rika_rosalina_azka,,1 hari,0,Lanangan jancoookk,0,,,Lanangan Jancoookk,0.0,Neutral,positive
info.banten,abudkomentator,,1 hari,0,Good,0,,,Good,0.7,Positive,trust
info.banten,suryadi2619,,1 hari,0,Semoga pelaku secepatnya masuk sel kalo masuk sel nanti dapat pijit++ 😁,0,,,Hopefully the perpetrators will enter the cell as soon as possible if you enter the cell later can massage ++ 😁,0.0,Neutral,disgust
info.banten,syarifromdhoni,,1 hari,0,Kuat banget apa? Tengil banget itu orang..,0,,,What is really strong? Very stretching is a person ..,0.316666667,Positive,negative
info.banten,widahesss,,1 hari,0,Makasih karena mukanya tidak di blur,0,,,Thanks for not blurred,0.2,Positive,sadness
info.banten,ramdiane_yuma,,1 hari,0,Kalo sakit ' jiwa' ny jgn di penjara ga mempan seharusnya hukum mati ja orang ky gtu udah ky penyakit ngerusak moral baik fisik jg fsikis!!!,0,,,"If it hurts 'soul', don't be in prison, it doesn't work, you should die, people, people, have you been able to damage morally both physically too fsikis !!!",0.166666667,Positive,fear
info.banten,genabhell,,1 hari,0,"LU PUNYA DUIT, LU PUNYA KUASA. TAIII!!!",0,,,"You have money, you have power. TAIII !!!",0.0,Neutral,negative
info.banten,uweszq,,1 hari,0,Cekek bae jelema na,0,,,Cekek Bae Jelema Na,0.0,Neutral,sadness
info.banten,wikameiastuti,,1 hari,0,Harus viral dulu ya ternyata 🔥🔥🔥🔥,0,,,"Must be viral first, it turns out 🔥🔥🔥🔥",0.25,Positive,anticipation
info.banten,sabir_cakecookies,,1 hari,0,Netizeeeeen hayuuu geraaaak ulah caricing bae!,0,,,Netizeeeeen Hayuuu Geraaaak Takes Caricing Bae!,0.0,Neutral,joy
info.banten,adhenzkutup,,1 hari,0,Due adi wadon ora jeh kun min,0,,,Due Adi Wadon Ora Jeh Kun Min,-0.125,Negative,positive
info.banten,yiminli9,@hotmanparisofficial,1 hari,0,bang tolong di bantu ini,0,,,"sir, please help this",0.0,Neutral,surprise
info.banten,aspahla,,1 hari,0,"Ngikut ngawal,,semoga pelaku bisa nyusul bapak ya keneraka sama"" disiksa,,tp sebelumnya disiksa dibui dlu😂",0,,,"Follow the beginning, hopefully the perpetrators can follow the father, yes, the same ""tortured, but previously tortured to be joined in dlu😂",-0.083333333,Negative,trust
info.banten,fauzifahmyy,,1 hari,0,Sepertinya pelaku ini byk duitnya,0,,,It looks like the perpetrator is the money,0.0,Neutral,anticipation
info.banten,hilal_4920,,1 hari,0,Kalo main hakim sendiri gk bisa gas main hakim bersama,0,,,"If you play the judges, you can't gas, judges together",0.0,Neutral,joy
info.banten,ka_njong,@humaspoldabanten,1 hari,0,Ayoo donk jangan diem aja,0,,,"Ayoo, don't just stay quiet",0.0,Neutral,positive
info.banten,mruffahaha,@komnasperempuan,1 hari,0,Pak,0,,,Sir,0.0,Neutral,positive
info.banten,fauzi_erlyaski,@polres_pandeglang,1 hari,0,gimana tanggapannya pak?? Nunggu viral apa gimana nih?,0,,,How does the response sir ?? What are you waiting for viral?,0.0,Neutral,trust
info.banten,seper3d,@hotmanparisofficial,1 hari,0,Gimana menurut abang kasus ini bang,0,,,"How according to brother this case, sir",0.0,Neutral,positive
info.banten,nabilsatyapratama,,1 hari,0,"Adiknya laki2, ini yg di rudapaksa laki2?",0,,,"His sister is a man, is this the one in the male rudapi?",0.0,Neutral,trust
info.banten,arymanyau24,,1 hari,0,Tampang hasil sengketa jabatan jadi begini nii timbal baliknya ke anaknya juga wkk,0,,,Looks of the results of the dispute for the position so this is the reciprocity to his child too,0.0,Neutral,trust
info.banten,nurmaidhh,,1 hari,0,Sudah jelas kan kawan. Pelaku anak mantan ketua DLH ☺️,0,,,"It's clear, friend. The former dlh chairman children ☺️",0.05,Positive,positive
info.banten,ifaa_cyp,,1 hari,0,Adik saya dgn kasus serupa juga belum ada kejelasan dari bulan februari sampe skrg. Bahkan pelaku masih beraktivitas seperti biasa,0,,,My sister with a similar case also has no clarity from February to now. Even the perpetrators are still active as usual,-0.127777778,Negative,trust
info.banten,ociiiiiiiiii0710_,,1 hari,0,Kenapa di blur mukanya hmmm,0,,,Why in blur face hmmm,0.0,Neutral,anticipation
info.banten,dewiiie93,,1 hari,0,ada duit jln gxda duit jgn harap .. slogannya,0,,,there is money from gxda money don't hope ... the slogan,0.0,Neutral,joy
info.banten,khanapy.achmad,,1 hari,0,"Harus di usut ,beri keadilan buat korban",0,,,"Must be investigated, give justice for victims",0.0,Neutral,positive
info.banten,windu_1902,@hotmanparisofficial,1 hari,0,tolong bantu pak🙏,0,,,Please help sir,0.0,Neutral,anticipation
info.banten,ag.hafidz,,1 hari,0,Tag ignya,0,,,IG tag,0.0,Neutral,joy
info.banten,khisma_cowayindonesia,@najwashihab,1 hari,0,usut dong,0,,,Investigate,0.0,Neutral,positive
info.banten,sagiitaneng93,,1 hari,0,Viralin terus baru deh mulai dilanjut kasus nya kalo udh viral 😂 itulah warga Konoha 😂,0,,,"Viralin continues, then the case will be continued if it's already viral 😂 that's Konoha residents 😂",0.0,Neutral,surprise
info.banten,bodagprkoso,,1 hari,0,Spil IG pelaku atau keluarga nya donk... yu kita ramai2 berkunjung lah...,0,,,Spil ig of the perpetrator or family ... yu we are busy visiting ...,0.1,Positive,trust
info.banten,azizmudzakkir_,,1 hari,0,Jobdesknya iblis diborong semua😌 Anak yang dibesarkan dengan uang haram yaa ginii. Usut Tuntas!,0,,,Jobdesknya the devil was bought up by all the children who were raised with illicit money. Investigate thoroughly!,0.0,Neutral,anticipation
info.banten,fatur.xfriendz,,1 hari,0,Pelakunya dekingan pejabat itu😂,0,,,The culprit is the official's accompaniment.,0.0,Neutral,joy
info.banten,febrinapratiwii,,1 hari,0,Kasusnya borongan bukan cuma UU ITE aja. Lagi jumlahin kira-kira total masa tahanannya berapa ya 🤔,0,,,"The case is not only the ITE Law. Again, how much is the total prison period, yes 🤔",0.066666667,Positive,positive
info.banten,valldiezz,,1 hari,0,Netizen bersatu….,0,,,Netizens unite ....,0.0,Neutral,anger
info.banten,adivamndmin,,1 hari,0,"Ngapain mukanya di tutupin, masih mau lindungi pelaku. Mana foto aseli penangkapan tanpa di blur.",0,,,"Why did his face cover, still want to protect the perpetrators. Which photo of the original arrest without blurry.",0.1625,Positive,anticipation
info.banten,pk_gejrot,,1 hari,0,3 tahun 😢😢,0,,,3 years 😢😢,0.0,Neutral,joy
info.banten,heriyana_interista1908,@hotmanparisofficial,1 hari,0,Ayo bang minta bantuan nya 😢,0,,,"Come on, sir, ask for help 😢",0.0,Neutral,positive
info.banten,na_rina895,,1 hari,0,"Suka gereget sendiri kalau baca berita beginian,",0,,,"Like to get crazy when I read this news,",-0.6,Negative,surprise
info.banten,denganherdidisini_,,1 hari,0,Tusbol kah😮,0,,,Tusbol kah😮,0.0,Neutral,trust
info.banten,moeanchor33,,1 hari,0,Jangan kasih kendor...d matikan Otong nya,0,,,Don't give you loose ... D Turn off the otong,-0.076923077,Negative,positive
info.banten,samuel1302ferry,@mohmahfudmd,1 hari,0,Pak bang tolong lah 🙏🏼,0,,,"Sir, please 🙏🏼",0.0,Neutral,trust
info.banten,elsasyafira01,,1 hari,0,Aswwww!! Bangga wong tuane sampe dilindungi 👎,0,,,Aswwww !! Proud wong tuae until protected 👎,0.8,Positive,anger
info.banten,aki.tirem.salakanagara,,1 hari,0,Emg tengil laganya anak2 pejabat ini,0,,,Emg Tengil The Steps of these Official Children,0.0,Neutral,negative
info.banten,gulam.monnelarico,,1 hari,0,Mong,0,,,Mong,0.0,Neutral,anticipation
info.banten,albert_fs21,,1 hari,0,Di hukum mati 🔥harusnya itu orang,0,,,In the law of death 🔥 should be a person,0.0,Neutral,joy
info.banten,uzma_dzakiyya,@hotmanparisofficial,1 hari,0,Minta bantuan,0,,,Ask for assistance,0.0,Neutral,positive
info.banten,muktadi_wongserang,@beritaviral24jam,1 hari,0,Ketinggalan berita nih 📸,0,,,Miss the news 📸,0.0,Neutral,surprise
info.banten,hilmantantowi,,23 jam,0,Pesantren salafiyah perasaan banyak deh di Banten... Salam antri dr bogor,0,,,Salafiyah Islamic Boarding School a lot of feelings in Banten ... Greetings queued from Bogor,0.0,Neutral,trust
info.banten,adie_050595,@hotmanparisofficial,23 jam,0,lapor komandan bantu nie,0,,,report the commander help nie,0.0,Neutral,fear
info.banten,arief_ansori,,23 jam,0,"Jangan cuma tersangka yg dihukum, tapi oknum² pemerintah yg terlibat juga harus dihukum, bukannya memberikan keadilan untuk korban, malah menekan korban.",0,,,"Do not just suspects who were punished, but the individuals involved must also be punished, instead of giving justice for victims, instead pressing the victim.",-0.075,Negative,negative
info.banten,afanozz,,21 jam,0,"SLIDE PERTAMA GANTI FOTO YG GAK DIBLUR MIN,JGN JAGA NAMA BAIK PENJAHAT",0,,,"The first slide changes photos that are not blurred, don't guard the good name of the criminal",0.183333333,Positive,sadness
info.banten,erwin_kurniawan54,,20 jam,0,Korban laki2 apa perempuan Dol,0,,,Male victims or dol girls,0.0,Neutral,anticipation
info.banten,monkey_d_bayu,,19 jam,0,Kelakuan pelaku suka nyakitin cewe!! Bearti bapa nya pelaku suka kasar jg ne ke ibu pelaku maen tangan? Biasanya turunan seh klo gto,0,,,The behavior of the perpetrators likes to hurt girls !! Means the father of the perpetrators likes to be rude too to the mother of the perpetrators to play hands? Usually the derivative of the gto,-0.275,Negative,disgust
info.banten,d_ewishinta,,12 jam,0,Tau sendiri lah di banten macem mana 😂,0,,,"You know, where is it in Banten 😂",0.0,Neutral,negative
info.banten,matiggresssssssss,,11 jam,0,Anak mantan kepala dinas DLH? Dinas Lingkungan Hidup? Nanya ah kakak gue pernah PNS di LH nih.... Penasaran gue,0,,,The son of the former Head of the DLH Office? Environmental services? Ask my sister to have been a civil servant at lh ... I'm curious,-0.05,Negative,anticipation
info.banten,ferysatri,,9 jam,0,Sangkut ari wis kenen kih....... wis ari bener2 ora nerima keadilan pisan mah. Aja paleng2 wiiiissss SANTET Be wiiiisssss 😤😤😤😤,0,,,Stuck ari wis kenen kih ... Just paleng2 wiiiissss Santet be wiiiissss 😤😤😤😤,0.0,Neutral,negative
pandeglangeksis,adzkiaajjala,@egaapriliyanti,5 jam,0,Move on dari si dia di beri motivasi jg ga yah?🤣,0,,,Move on from the he was motivated too or not? 🤣,0.0,Neutral,positive
pandeglangeksis,lyndherawati,@ciiiipaauuuu,4 jam,0,mau motivasi biar move on cepet ga?,0,,,Do you want to motivate to move on fast or not?,0.2,Positive,fear
pandeglangeksis,aziz_yto,,4 jam,0,Mau pindah dri Pandeglang lah malu,0,,,"Want to move from Pandeglang, shy",-0.5,Negative,negative
pandeglangeksis,sa.fitri1124,,6 jam,0,Aih jiga ngalalaga budak leutik,0,,,Aih jiga ngalalaga slave leutik,0.0,Neutral,sadness
pandeglangeksis,pahrulv,,6 jam,0,Satu kata 😂,0,,,One word 😂,0.0,Neutral,anticipation
pandeglangeksis,farhan_permanaa,@kejaripandeglang,6 jam,0,Spil motivasi move on dung,0,,,Spil Motivation Move on Dung,0.0,Neutral,joy
pandeglangeksis,agunggsutrisna,@kejaripandeglang,6 jam,0,"Move on otakmu konslet, . Tugasmu dakwa saja tersangka sesuai perkara pelapor. 😡",0,,,"Move on your brain short,. Your job is just the suspect according to the reporter case. 😡",0.0,Neutral,positive
pandeglangeksis,fuadii_25,,6 jam,0,Mario teguh dengan tema motivasi move on,0,,,Mario Teguh with the theme MOTIVATION MOVE ON,0.0,Neutral,surprise
pandeglangeksis,ab_cdefikri,,6 jam,0,Lain Pandeglang meren ieu mh😂,0,,,Another Pandeglang meren Ieu mh😂,0.0,Neutral,trust
pandeglangeksis,dodo_kuyterus,@adeffik_,5 jam,0,Lebih percaya ronaldo lahir di cibatung,0,,,More believe Ronaldo was born in Cibatung,0.5,Positive,anger
pandeglangeksis,yunuscms107,,5 jam,0,Gasskeun netizen,0,,,Gasskeun Netizen,0.0,Neutral,disgust
pandeglangeksis,akuenoww__,,5 jam,0,Te asup di akal pisan sagampang eta meren mohokeun na🫤,0,,,TE ASUP DI PISAN SAGAMPANG ETA MOHOKEUN NA🫤,0.0,Neutral,fear
pandeglangeksis,miminmintarsih1810,,5 jam,0,Ta segampang ituu woy,0,,,Ta that easy woy,0.433333333,Positive,negative
pandeglangeksis,rhmamndr_,,5 jam,0,Mang eaa,0,,,Mang eaa,0.0,Neutral,sadness
pandeglangeksis,ms_bahtiarr,,5 jam,0,"Udh viral ajh baru di usut, dek dek jangan lupa move on dek dek",0,,,"Udh viral is just investigated, deck deck don't forget to move on deck deck",0.0,Neutral,anger
pandeglangeksis,nokifbnsyh_,@hotmanparisofficial,5 jam,0,dunia milik si kaya? lawannnn,0,,,The world belongs to the rich? opponent,0.375,Positive,disgust
pandeglangeksis,kosoong_______________,,5 jam,0,Gw lebih percaya kalau C Ronaldo bakal main di persiapan 😂,0,,,I believe that C Ronaldo will play in preparation 😂,0.0,Neutral,fear
pandeglangeksis,friska.mz,,5 jam,0,sakit jiwa stress,0,,,Stressful mental illness,-0.1,Negative,negative
pandeglangeksis,ag_jaelani,,5 jam,0,Giliran di viral keun jawaban kos kitu ulah mentang² loba pakaya sa'ngeunah na bae kana jeulma,0,,,Turn in the viral keun the answer to the boarding house is the act of mentang2 loba pakaya sa'ngeunah na bae kana jeulma,0.0,Neutral,sadness
pandeglangeksis,ibrohimhasan_,@maulana_imam12,5 jam,0,😂😂😂 pak ustd liat pak ustd ada yang mau masuk ke pintu kubur😂😂😂 tanpa hisab,0,,,😂😂😂 sir ustd see the ustd there is someone who wants to enter the grave door😂😂😂 without reckoning,0.2,Positive,surprise
pandeglangeksis,rezamaizaaa,,5 jam,0,Ari bengeut tangkorak lalakina doang kumaha sih?,0,,,Ari Bengeut Tangkorak Lalakina only kumaha?,0.0,Neutral,positive
pandeglangeksis,siii_aji,@alealwiii,5 jam,0,By one dek,0,,,By one deck,0.0,Neutral,trust
